x,U_0,U_1,U_2
0,0,0,0
0.010101,-9.15861e-05,0.0365931,0
0.020202,-0.000492997,0.0672757,0
0.030303,-0.00130046,0.0927265,0
0.040404,-0.00255702,0.113685,0
0.0505051,-0.00426674,0.130962,0
0.0606061,-0.00639711,0.145379,0
0.0707071,-0.00889801,0.157735,0
0.0808081,-0.0117073,0.168747,0
0.0909091,-0.0147636,0.17902,0
0.10101,-0.0180083,0.18902,0
0.111111,-0.021391,0.199069,0
0.121212,-0.0248674,0.209344,0
0.131313,-0.0284004,0.219896,0
0.141414,-0.0319569,0.230662,0
0.151515,-0.0355069,0.241496,0
0.161616,-0.0390213,0.252184,0
0.171717,-0.0424714,0.262473,0
0.181818,-0.0458281,0.272091,0
0.191919,-0.0490628,0.280764,0
0.20202,-0.052148,0.288235,0
0.212121,-0.0550589,0.294278,0
0.222222,-0.0577748,0.298711,0
0.232323,-0.0602806,0.301405,0
0.242424,-0.0625681,0.302291,0
0.252525,-0.0646366,0.301361,0
0.262626,-0.0664933,0.298672,0
0.272727,-0.0681532,0.294333,0
0.282828,-0.0696376,0.288503,0
0.292929,-0.0709737,0.281372,0
0.30303,-0.072192,0.273154,0
0.313131,-0.0733249,0.264068,0
0.323232,-0.0744048,0.254325,0
0.333333,-0.0754619,0.244119,0
0.343434,-0.0765229,0.233615,0
0.353535,-0.0776102,0.222945,0
0.363636,-0.0787404,0.212205,0
0.373737,-0.079925,0.201457,0
0.383838,-0.0811697,0.190731,0
0.393939,-0.0824755,0.18003,0
0.40404,-0.0838387,0.169338,0
0.414141,-0.0852528,0.158625,0
0.424242,-0.0867083,0.147855,0
0.434343,-0.0881944,0.136987,0
0.444444,-0.0896994,0.125986,0
0.454545,-0.0912118,0.114821,0
0.464646,-0.0927202,0.103469,0
0.474747,-0.0942142,0.0919155,0
0.484848,-0.0956848,0.0801557,0
0.494949,-0.0971241,0.0681925,0
0.505051,-0.0985251,0.0560365,0
0.515152,-0.0998821,0.0437041,0
0.525253,-0.101191,0.0312168,0
0.535354,-0.102448,0.0185997,0
0.545455,-0.10365,0.0058802,0
0.555556,-0.104795,-0.00691261,0
0.565657,-0.105881,-0.0197491,0
0.575758,-0.106906,-0.0325993,0
0.585859,-0.107867,-0.0454336,0
0.59596,-0.108763,-0.058223,0
0.606061,-0.10959,-0.0709387,0
0.616162,-0.110345,-0.0835525,0
0.626263,-0.111024,-0.0960364,0
0.636364,-0.111622,-0.108363,0
0.646465,-0.112135,-0.120503,0
0.656566,-0.112557,-0.132431,0
0.666667,-0.112883,-0.144116,0
0.676768,-0.11311,-0.155534,0
0.686869,-0.113235,-0.166658,0
0.69697,-0.113259,-0.177469,0
0.707071,-0.113191,-0.187954,0
0.717172,-0.113044,-0.198111,0
0.727273,-0.112843,-0.20796,0
0.737374,-0.112628,-0.217546,0
0.747475,-0.112452,-0.226952,0
0.757576,-0.11239,-0.236309,0
0.767677,-0.112536,-0.245809,0
0.777778,-0.113002,-0.255711,0
0.787879,-0.113913,-0.266346,0
0.79798,-0.115395,-0.278105,0
0.808081,-0.117556,-0.291414,0
0.818182,-0.120458,-0.306683,0
0.828283,-0.124086,-0.324225,0
0.838384,-0.128303,-0.344147,0
0.848485,-0.132824,-0.366211,0
0.858586,-0.137169,-0.389689,0
0.868687,-0.140681,-0.413227,0
0.878788,-0.142531,-0.434765,0
0.888889,-0.141812,-0.451553,0
0.89899,-0.137643,-0.460347,0
0.909091,-0.129376,-0.457788,0
0.919192,-0.116768,-0.441039,0
0.929293,-0.10021,-0.408539,0
0.939394,-0.0807638,-0.360759,0
0.949495,-0.0601472,-0.300543,0
0.959596,-0.0403511,-0.232847,0
0.969697,-0.0233251,-0.163729,0
0.979798,-0.01047,-0.0990915,0
0.989899,-0.00263521,-0.0435649,0
1,-5.11163e-16,-8.59541e-15,0
