x,U_0,U_1,U_2
0,0,0,0
0.025,3.06761e-05,0.088054,0
0.05,-0.00240037,0.144917,0
0.075,-0.00739238,0.182059,0
0.1,-0.0139055,0.209769,0
0.125,-0.0208876,0.233651,0
0.15,-0.027707,0.254748,0
0.175,-0.033966,0.271345,0
0.2,-0.0394767,0.281286,0
0.225,-0.0440901,0.282959,0
0.25,-0.0478113,0.276141,0
0.275,-0.0507406,0.261745,0
0.3,-0.0530976,0.241755,0
0.325,-0.055158,0.218343,0
0.35,-0.0571462,0.193497,0
0.375,-0.0592667,0.168406,0
0.4,-0.061553,0.14359,0
0.425,-0.0640675,0.11898,0
0.45,-0.0666915,0.0942849,0
0.475,-0.0694495,0.0692414,0
0.5,-0.0721817,0.0436492,0
0.525,-0.0749294,0.0175996,0
0.55,-0.0775654,-0.00886526,0
0.575,-0.0801787,-0.0353899,0
0.6,-0.0826429,-0.0619329,0
0.625,-0.0850138,-0.0880634,0
0.65,-0.0871859,-0.113814,0
0.675,-0.0891702,-0.138724,0
0.7,-0.0909871,-0.162984,0
0.725,-0.0927638,-0.186411,0
0.75,-0.0950049,-0.210063,0
0.775,-0.0983156,-0.235305,0
0.8,-0.103809,-0.265411,0
0.825,-0.111617,-0.303157,0
0.85,-0.120691,-0.349264,0
0.875,-0.126389,-0.396065,0
0.9,-0.121934,-0.423917,0
0.925,-0.0997327,-0.399727,0
0.95,-0.0583367,-0.293277,0
0.975,-0.0149156,-0.129111,0
1,0,0,0
