y,U_0,U_1,U_2
0,0,0,0
0.010101,-0.00446809,1.74791e-05,0
0.020202,-0.00826094,6.24483e-05,0
0.030303,-0.0114681,0.000129241,0
0.040404,-0.0141702,0.00021234,0
0.0505051,-0.01644,0.000307741,0
0.0606061,-0.0183423,0.000411936,0
0.0707071,-0.0199353,0.000522669,0
0.0808081,-0.0212703,0.000638188,0
0.0909091,-0.0223932,0.000757662,0
0.10101,-0.0233443,0.000880643,0
0.111111,-0.024159,0.0010073,0
0.121212,-0.0248684,0.00113806,0
0.131313,-0.025499,0.0012737,0
0.141414,-0.0260737,0.00141517,0
0.151515,-0.0266116,0.00156362,0
0.161616,-0.0271289,0.00172028,0
0.171717,-0.0276386,0.00188649,0
0.181818,-0.0281513,0.00206364,0
0.191919,-0.0286755,0.00225323,0
0.20202,-0.029218,0.00245677,0
0.212121,-0.029784,0.0026759,0
0.222222,-0.0303774,0.00291228,0
0.232323,-0.0310015,0.0031677,0
0.242424,-0.0316584,0.00344406,0
0.252525,-0.03235,0.00374338,0
0.262626,-0.0330775,0.0040678,0
0.272727,-0.033842,0.00441964,0
0.282828,-0.034644,0.00480139,0
0.292929,-0.0354839,0.00521573,0
0.30303,-0.036362,0.00566553,0
0.313131,-0.0372783,0.0061539,0
0.323232,-0.0382324,0.00668414,0
0.333333,-0.0392239,0.00725984,0
0.343434,-0.0402519,0.00788478,0
0.353535,-0.0413155,0.00856303,0
0.363636,-0.0424131,0.0092989,0
0.373737,-0.0435428,0.0100969,0
0.383838,-0.0447023,0.0109619,0
0.393939,-0.0458888,0.0118988,0
0.40404,-0.0470986,0.0129128,0
0.414141,-0.0483276,0.0140092,0
0.424242,-0.0495707,0.0151934,0
0.434343,-0.0508221,0.0164708,0
0.444444,-0.052075,0.0178467,0
0.454545,-0.0533215,0.0193262,0
0.464646,-0.0545526,0.0209141,0
0.474747,-0.0557582,0.0226146,0
0.484848,-0.0569268,0.0244314,0
0.494949,-0.0580458,0.0263672,0
0.505051,-0.0591013,0.0284235,0
0.515152,-0.0600781,0.0306003,0
0.525253,-0.0609599,0.0328962,0
0.535354,-0.0617296,0.0353076,0
0.545455,-0.0623691,0.0378286,0
0.555556,-0.0628599,0.0404507,0
0.565657,-0.0631834,0.0431626,0
0.575758,-0.0633212,0.0459499,0
0.585859,-0.0632558,0.0487949,0
0.59596,-0.0629712,0.0516769,0
0.606061,-0.0624532,0.0545716,0
0.616162,-0.0616906,0.0574519,0
0.626263,-0.0606753,0.0602879,0
0.636364,-0.059403,0.0630475,0
0.646465,-0.0578743,0.065697,0
0.656566,-0.0560942,0.0682019,0
0.666667,-0.0540731,0.0705278,0
0.676768,-0.0518264,0.0726412,0
0.686869,-0.0493745,0.0745107,0
0.69697,-0.0467425,0.0761076,0
0.707071,-0.0439593,0.077407,0
0.717172,-0.0410572,0.0783884,0
0.727273,-0.038071,0.0790361,0
0.737374,-0.0350366,0.0793395,0
0.747475,-0.0319902,0.0792935,0
0.757576,-0.0289672,0.0788979,0
0.767677,-0.0260005,0.0781578,0
0.777778,-0.0231196,0.0770821,0
0.787879,-0.0203477,0.0756847,0
0.79798,-0.0177002,0.0739818,0
0.808081,-0.0151794,0.0719939,0
0.818182,-0.0127698,0.0697423,0
0.828283,-0.0104276,0.067252,0
0.838384,-0.00806737,0.0645465,0
0.848485,-0.00554062,0.0616519,0
0.858586,-0.00260597,0.0585885,0
0.868687,0.00111509,0.0553757,0
0.878788,0.00619686,0.0520191,0
0.888889,0.0134919,0.0485164,0
0.89899,0.0242351,0.044839,0
0.909091,0.0401792,0.0409453,0
0.919192,0.0637483,0.0367617,0
0.929293,0.0982018,0.0322175,0
0.939394,0.147745,0.0272403,0
0.949495,0.217494,0.0218357,0
0.959596,0.313088,0.0161088,0
0.969697,0.439664,0.0103919,0
0.979798,0.599853,0.00523889,0
0.989899,0.790696,0.00148688,0
1,1,2.89697e-16,0
