x,U_0,U_1,U_2
0,0,0,0
0.010101,-5.19672e-05,0.040093,0
0.020202,-0.000385849,0.0737313,0
0.030303,-0.00113381,0.101642,0
0.040404,-0.00236021,0.124636,0
0.0505051,-0.00407478,0.143618,0
0.0606061,-0.0062404,0.159513,0
0.0707071,-0.00879506,0.173208,0
0.0808081,-0.0116624,0.185476,0
0.0909091,-0.0147667,0.196949,0
0.10101,-0.0180371,0.208076,0
0.111111,-0.0214136,0.219136,0
0.121212,-0.0248448,0.230242,0
0.131313,-0.0282893,0.241375,0
0.141414,-0.0317109,0.252406,0
0.151515,-0.0350785,0.263137,0
0.161616,-0.0383631,0.273322,0
0.171717,-0.0415376,0.282697,0
0.181818,-0.0445764,0.291003,0
0.191919,-0.0474563,0.297998,0
0.20202,-0.0501569,0.30348,0
0.212121,-0.0526627,0.30729,0
0.222222,-0.0549633,0.309326,0
0.232323,-0.0570551,0.309546,0
0.242424,-0.0589411,0.307969,0
0.252525,-0.0606316,0.30467,0
0.262626,-0.0621431,0.299778,0
0.272727,-0.0634975,0.293462,0
0.282828,-0.0647211,0.285922,0
0.292929,-0.0658426,0.277371,0
0.30303,-0.0668917,0.268025,0
0.313131,-0.0678972,0.25809,0
0.323232,-0.0688857,0.247751,0
0.333333,-0.0698801,0.237164,0
0.343434,-0.0708994,0.22645,0
0.353535,-0.0719576,0.2157,0
0.363636,-0.0730639,0.204968,0
0.373737,-0.0742229,0.19428,0
0.383838,-0.0754352,0.183638,0
0.393939,-0.0766979,0.173025,0
0.40404,-0.0780052,0.162411,0
0.414141,-0.0793498,0.151761,0
0.424242,-0.0807227,0.141039,0
0.434343,-0.0821149,0.130208,0
0.444444,-0.083517,0.119239,0
0.454545,-0.0849203,0.10811,0
0.464646,-0.0863167,0.0968046,0
0.474747,-0.0876991,0.0853165,0
0.484848,-0.0890614,0.0736461,0
0.494949,-0.0903984,0.0618003,0
0.505051,-0.0917059,0.0497918,0
0.515152,-0.0929807,0.0376376,0
0.525253,-0.0942199,0.0253581,0
0.535354,-0.0954216,0.0129758,0
0.545455,-0.0965839,0.000514958,0
0.555556,-0.0977052,-0.0119997,0
0.565657,-0.0987846,-0.0245433,0
0.575758,-0.0998206,-0.0370909,0
0.585859,-0.100811,-0.0496185,0
0.59596,-0.101754,-0.0621023,0
0.606061,-0.102648,-0.0745192,0
0.616162,-0.103489,-0.0868464,0
0.626263,-0.104273,-0.0990617,0
0.636364,-0.104997,-0.111143,0
0.646465,-0.105654,-0.123067,0
0.656566,-0.106241,-0.13481,0
0.666667,-0.106751,-0.146351,0
0.676768,-0.10718,-0.157667,0
0.686869,-0.107525,-0.168735,0
0.69697,-0.107784,-0.179538,0
0.707071,-0.107963,-0.190064,0
0.717172,-0.108071,-0.20031,0
0.727273,-0.108128,-0.210292,0
0.737374,-0.108164,-0.220046,0
0.747475,-0.108226,-0.229645,0
0.757576,-0.108379,-0.239207,0
0.767677,-0.108705,-0.248903,0
0.777778,-0.109306,-0.258974,0
0.787879,-0.1103,-0.269729,0
0.79798,-0.111807,-0.281545,0
0.808081,-0.113938,-0.294841,0
0.818182,-0.116765,-0.310034,0
0.828283,-0.120292,-0.327464,0
0.838384,-0.124412,-0.347286,0
0.848485,-0.128876,-0.369334,0
0.858586,-0.133248,-0.392966,0
0.868687,-0.13691,-0.416915,0
0.878788,-0.139062,-0.43919,0
0.888889,-0.138807,-0.457071,0
0.89899,-0.135248,-0.467266,0
0.909091,-0.127689,-0.466284,0
0.919192,-0.115808,-0.451056,0
0.929293,-0.0999056,-0.419723,0
0.939394,-0.0809541,-0.372452,0
0.949495,-0.0606165,-0.311866,0
0.959596,-0.0408813,-0.242872,0
0.969697,-0.0237517,-0.171678,0
0.979798,-0.0107145,-0.104478,0
0.989899,-0.00271225,-0.046221,0
1,-5.26226e-16,-9.12075e-15,0
