y,U_0,U_1,U_2
0,0,0,0
0.010101,-0.0156317,7.37357e-06,0
0.020202,-0.0302848,-2.48404e-05,0
0.030303,-0.0444108,-0.000122826,0
0.040404,-0.0584131,-0.000287444,0
0.0505051,-0.0726671,-0.000493364,0
0.0606061,-0.087493,-0.000695191,0
0.0707071,-0.103155,-0.000832671,0
0.0808081,-0.11983,-0.000838334,0
0.0909091,-0.137602,-0.000644834,0
0.10101,-0.156442,-0.000191637,0
0.111111,-0.176205,0.000569245,0
0.121212,-0.19663,0.00166983,0
0.131313,-0.217354,0.00312376,0
0.141414,-0.237927,0.00492595,0
0.151515,-0.257838,0.00705249,0
0.161616,-0.276543,0.00946169,0
0.171717,-0.293503,0.0120954,0
0.181818,-0.308216,0.0148816,0
0.191919,-0.320258,0.017738,0
0.20202,-0.329316,0.0205769,0
0.212121,-0.335213,0.0233121,0
0.222222,-0.337926,0.0258649,0
0.232323,-0.337583,0.028171,0
0.242424,-0.334448,0.0301859,0
0.252525,-0.328892,0.0318872,0
0.262626,-0.321357,0.033276,0
0.272727,-0.312316,0.0343744,0
0.282828,-0.302229,0.0352222,0
0.292929,-0.291519,0.0358711,0
0.30303,-0.280541,0.0363797,0
0.313131,-0.269576,0.036807,0
0.323232,-0.258818,0.0372087,0
0.333333,-0.248389,0.037633,0
0.343434,-0.23834,0.0381184,0
0.353535,-0.228669,0.0386931,0
0.363636,-0.21933,0.0393746,0
0.373737,-0.210255,0.040171,0
0.383838,-0.201359,0.0410819,0
0.393939,-0.192553,0.0421008,0
0.40404,-0.183752,0.0432163,0
0.414141,-0.174881,0.0444142,0
0.424242,-0.165876,0.0456787,0
0.434343,-0.156688,0.0469937,0
0.444444,-0.14728,0.0483437,0
0.454545,-0.137627,0.0497143,0
0.464646,-0.127719,0.0510927,0
0.474747,-0.11755,0.0524677,0
0.484848,-0.107125,0.0538297,0
0.494949,-0.0964552,0.0551704,0
0.505051,-0.0855546,0.056483,0
0.515152,-0.0744412,0.0577618,0
0.525253,-0.0631354,0.0590017,0
0.535354,-0.051659,0.0601983,0
0.545455,-0.0400348,0.0613479,0
0.555556,-0.0282861,0.062447,0
0.565657,-0.016436,0.0634925,0
0.575758,-0.00450748,0.0644815,0
0.585859,0.00747738,0.0654115,0
0.59596,0.0194977,0.0662802,0
0.606061,0.0315341,0.0670857,0
0.616162,0.0435695,0.0678266,0
0.626263,0.0555892,0.0685019,0
0.636364,0.0675812,0.0691111,0
0.646465,0.0795368,0.0696541,0
0.656566,0.0914508,0.0701312,0
0.666667,0.10332,0.0705433,0
0.676768,0.115145,0.0708911,0
0.686869,0.126928,0.0711756,0
0.69697,0.138671,0.0713969,0
0.707071,0.150375,0.0715551,0
0.717172,0.162041,0.0716485,0
0.727273,0.173661,0.0716745,0
0.737374,0.185222,0.0716281,0
0.747475,0.196702,0.0715027,0
0.757576,0.208067,0.0712886,0
0.767677,0.219271,0.0709745,0
0.777778,0.230253,0.0705456,0
0.787879,0.240942,0.0699861,0
0.79798,0.251251,0.0692773,0
0.808081,0.261087,0.0684009,0
0.818182,0.270347,0.0673365,0
0.828283,0.278931,0.0660664,0
0.838384,0.286737,0.0645717,0
0.848485,0.293678,0.0628392,0
0.858586,0.299678,0.0608538,0
0.868687,0.304698,0.058608,0
0.878788,0.308747,0.0560874,0
0.888889,0.311949,0.053281,0
0.89899,0.314651,0.050153,0
0.909091,0.317643,0.0466526,0
0.919192,0.32252,0.0426735,0
0.929293,0.332189,0.038088,0
0.939394,0.351366,0.032737,0
0.949495,0.38681,0.0265608,0
0.959596,0.446738,0.0196679,0
0.969697,0.538965,0.0125529,0
0.979798,0.667334,0.00609004,0
0.989899,0.826936,0.00154397,0
1,1,2.99539e-16,0
