y,U_0,U_1,U_2
0,0,0,0
0.025,-0.0146675,-3.73603e-05,0
0.05,-0.0257462,-0.000137168,0
0.075,-0.034017,-0.000311644,0
0.1,-0.0402794,-0.000566789,0
0.125,-0.04526,-0.000891386,0
0.15,-0.0495951,-0.00124317,0
0.175,-0.0537867,-0.00156079,0
0.2,-0.0582674,-0.00173589,0
0.225,-0.0633863,-0.0016226,0
0.25,-0.0695201,-0.000958284,0
0.275,-0.0770527,0.000650976,0
0.3,-0.0864689,0.00387926,0
0.325,-0.0981727,0.00964419,0
0.35,-0.112338,0.0191405,0
0.375,-0.128324,0.0333859,0
0.4,-0.144414,0.0528371,0
0.425,-0.157633,0.0766525,0
0.45,-0.164846,0.102929,0
0.475,-0.163626,0.129019,0
0.5,-0.153499,0.152759,0
0.525,-0.135069,0.172214,0
0.55,-0.110546,0.187118,0
0.575,-0.0817754,0.197169,0
0.6,-0.0509571,0.202461,0
0.625,-0.0198539,0.202834,0
0.65,0.00942469,0.198494,0
0.675,0.0353685,0.189636,0
0.7,0.056557,0.17712,0
0.725,0.0726761,0.161887,0
0.75,0.0837865,0.145293,0
0.775,0.0908318,0.128288,0
0.8,0.0946396,0.111778,0
0.825,0.0963235,0.096051,0
0.85,0.0966623,0.0813429,0
0.875,0.0975055,0.0674361,0
0.9,0.105331,0.0540912,0
0.925,0.142223,0.0404634,0
0.95,0.259549,0.0255452,0
0.975,0.534325,0.00989117,0
1,1,0,0
