y,U_0,U_1,U_2
0,0,0,0
0.010101,-0.021315,7.00182e-05,0
0.020202,-0.0411712,0.000153663,0
0.030303,-0.0600768,0.000173619,0
0.040404,-0.0784854,9.51326e-05,0
0.0505051,-0.0968229,-6.92815e-05,0
0.0606061,-0.115444,-0.000273871,0
0.0707071,-0.134623,-0.000448301,0
0.0808081,-0.154508,-0.000513927,0
0.0909091,-0.175112,-0.0003949,0
0.10101,-0.196293,-2.91051e-05,0
0.111111,-0.217774,0.000626347,0
0.121212,-0.239151,0.0015924,0
0.131313,-0.259938,0.0028684,0
0.141414,-0.279589,0.00443384,0
0.151515,-0.297552,0.00625053,0
0.161616,-0.313302,0.0082654,0
0.171717,-0.326384,0.0104134,0
0.181818,-0.336453,0.012622,0
0.191919,-0.343295,0.0148154,0
0.20202,-0.346854,0.0169214,0
0.212121,-0.347229,0.0188765,0
0.222222,-0.344662,0.0206314,0
0.232323,-0.339513,0.0221545,0
0.242424,-0.332223,0.0234338,0
0.252525,-0.323269,0.0244763,0
0.262626,-0.313129,0.0253052,0
0.272727,-0.302246,0.0259564,0
0.282828,-0.290998,0.0264736,0
0.292929,-0.279692,0.0269038,0
0.30303,-0.268548,0.0272926,0
0.313131,-0.257711,0.0276814,0
0.323232,-0.247256,0.0281048,0
0.333333,-0.237198,0.0285893,0
0.343434,-0.227511,0.0291531,0
0.353535,-0.218138,0.0298066,0
0.363636,-0.209006,0.0305531,0
0.373737,-0.200035,0.0313906,0
0.383838,-0.191145,0.0323126,0
0.393939,-0.182264,0.0333098,0
0.40404,-0.17333,0.0343714,0
0.414141,-0.164292,0.0354856,0
0.424242,-0.155111,0.036641,0
0.434343,-0.14576,0.0378268,0
0.444444,-0.136221,0.039033,0
0.454545,-0.126485,0.0402511,0
0.464646,-0.116551,0.0414736,0
0.474747,-0.106421,0.0426938,0
0.484848,-0.0961022,0.0439065,0
0.494949,-0.0856062,0.0451068,0
0.505051,-0.0749451,0.0462909,0
0.515152,-0.0641329,0.047455,0
0.525253,-0.0531846,0.048596,0
0.535354,-0.0421157,0.0497109,0
0.545455,-0.030942,0.0507968,0
0.555556,-0.0196793,0.0518508,0
0.565657,-0.00834339,0.0528703,0
0.575758,0.0030507,0.0538525,0
0.585859,0.0144885,0.054795,0
0.59596,0.0259565,0.0556953,0
0.606061,0.0374427,0.0565512,0
0.616162,0.0489367,0.0573607,0
0.626263,0.06043,0.0581219,0
0.636364,0.0719164,0.0588335,0
0.646465,0.0833925,0.0594943,0
0.656566,0.0948571,0.0601034,0
0.666667,0.106312,0.0606604,0
0.676768,0.117759,0.0611646,0
0.686869,0.129206,0.0616157,0
0.69697,0.140657,0.062013,0
0.707071,0.152118,0.0623555,0
0.717172,0.163592,0.0626413,0
0.727273,0.175079,0.0628676,0
0.737374,0.186571,0.0630302,0
0.747475,0.198056,0.0631235,0
0.757576,0.20951,0.0631396,0
0.767677,0.220898,0.0630692,0
0.777778,0.232171,0.0629001,0
0.787879,0.243271,0.062619,0
0.79798,0.254122,0.0622096,0
0.808081,0.264639,0.0616559,0
0.818182,0.274728,0.0609386,0
0.828283,0.284287,0.0600411,0
0.838384,0.293211,0.0589438,0
0.848485,0.301397,0.0576319,0
0.858586,0.308754,0.0560879,0
0.868687,0.315209,0.0543004,0
0.878788,0.320733,0.052251,0
0.888889,0.325393,0.0499238,0
0.89899,0.329456,0.0472783,0
0.909091,0.333606,0.0442582,0
0.919192,0.339296,0.0407501,0
0.929293,0.349263,0.0366143,0
0.939394,0.36806,0.0316737,0
0.949495,0.40234,0.0258452,0
0.959596,0.460325,0.0192181,0
0.969697,0.549936,0.0122833,0
0.979798,0.675149,0.00593746,0
0.989899,0.83109,0.00148003,0
1,1,2.86938e-16,0
