x,U_0,U_1,U_2
0,0,0,0
0.025,-0.000600621,0.0638093,0
0.05,-0.00324104,0.104977,0
0.075,-0.00785247,0.131518,0
0.1,-0.0139096,0.150897,0
0.125,-0.0208429,0.168505,0
0.15,-0.0282559,0.187145,0
0.175,-0.0358201,0.206982,0
0.2,-0.0432905,0.226394,0
0.225,-0.0503657,0.242632,0
0.25,-0.0567664,0.253007,0
0.275,-0.0622546,0.255461,0
0.3,-0.0667293,0.249381,0
0.325,-0.0702991,0.235513,0
0.35,-0.0732104,0.215843,0
0.375,-0.0758714,0.192688,0
0.4,-0.0785851,0.168071,0
0.425,-0.0816455,0.143127,0
0.45,-0.0850431,0.118127,0
0.475,-0.0887818,0.0928099,0
0.5,-0.0925817,0.0666891,0
0.525,-0.0962933,0.0395563,0
0.55,-0.0996458,0.011365,0
0.575,-0.102604,-0.0174267,0
0.6,-0.104959,-0.04651,0
0.625,-0.106721,-0.0751222,0
0.65,-0.107781,-0.102931,0
0.675,-0.108203,-0.129192,0
0.7,-0.10814,-0.15391,0
0.725,-0.107962,-0.176971,0
0.75,-0.108515,-0.199758,0
0.775,-0.110763,-0.224231,0
0.8,-0.115963,-0.254103,0
0.825,-0.123921,-0.291959,0
0.85,-0.132723,-0.337214,0
0.875,-0.136742,-0.380423,0
0.9,-0.128739,-0.40106,0
0.925,-0.101758,-0.368226,0
0.95,-0.0565235,-0.259478,0
0.975,-0.0133473,-0.108307,0
1,0,0,0
