x,U_0,U_1,U_2
0,0,0,0
0.010101,-0.000124447,0.00640533,0
0.020202,-0.000454678,0.0116829,0
0.030303,-0.000952373,0.0158362,0
0.040404,-0.001576,0.0189509,0
0.0505051,-0.00229176,0.0211681,0
0.0606061,-0.00306882,0.0226565,0
0.0707071,-0.00388521,0.0235856,0
0.0808081,-0.00472303,0.0241073,0
0.0909091,-0.00557111,0.0243451,0
0.10101,-0.00642087,0.0243922,0
0.111111,-0.00726762,0.024314,0
0.121212,-0.00810761,0.0241536,0
0.131313,-0.00893901,0.0239377,0
0.141414,-0.00976004,0.0236823,0
0.151515,-0.0105699,0.0233965,0
0.161616,-0.0113674,0.0230853,0
0.171717,-0.0121522,0.0227515,0
0.181818,-0.0129235,0.0223968,0
0.191919,-0.0136807,0.0220223,0
0.20202,-0.0144233,0.0216289,0
0.212121,-0.0151511,0.0212172,0
0.222222,-0.0158635,0.020788,0
0.232323,-0.0165602,0.0203419,0
0.242424,-0.017241,0.0198795,0
0.252525,-0.0179055,0.0194013,0
0.262626,-0.0185536,0.0189079,0
0.272727,-0.0191852,0.0183999,0
0.282828,-0.0197999,0.0178776,0
0.292929,-0.0203978,0.0173417,0
0.30303,-0.0209788,0.0167926,0
0.313131,-0.0215427,0.0162306,0
0.323232,-0.0220895,0.0156561,0
0.333333,-0.0226192,0.0150694,0
0.343434,-0.0231317,0.0144708,0
0.353535,-0.0236271,0.0138606,0
0.363636,-0.0241052,0.013239,0
0.373737,-0.0245662,0.0126063,0
0.383838,-0.0250099,0.0119625,0
0.393939,-0.0254364,0.0113077,0
0.40404,-0.0258455,0.010642,0
0.414141,-0.0262373,0.00996552,0
0.424242,-0.0266117,0.00927817,0
0.434343,-0.0269686,0.00857995,0
0.444444,-0.0273079,0.00787077,0
0.454545,-0.0276294,0.00715055,0
0.464646,-0.0279329,0.00641914,0
0.474747,-0.0282183,0.00567638,0
0.484848,-0.0284852,0.00492208,0
0.494949,-0.0287334,0.00415604,0
0.505051,-0.0289625,0.00337802,0
0.515152,-0.029172,0.00258776,0
0.525253,-0.0293615,0.00178499,0
0.535354,-0.0295305,0.000969442,0
0.545455,-0.0296782,0.000140825,0
0.555556,-0.0298041,-0.000701137,0
0.565657,-0.0299072,-0.00155672,0
0.575758,-0.0299868,-0.00242617,0
0.585859,-0.0300418,-0.00330972,0
0.59596,-0.0300712,-0.00420756,0
0.606061,-0.0300737,-0.00511983,0
0.616162,-0.0300481,-0.00604661,0
0.626263,-0.0299929,-0.00698791,0
0.636364,-0.0299067,-0.00794364,0
0.646465,-0.0297877,-0.00891359,0
0.656566,-0.0296343,-0.00989742,0
0.666667,-0.0294446,-0.0108946,0
0.676768,-0.0292165,-0.0119046,0
0.686869,-0.0289482,-0.0129265,0
0.69697,-0.0286374,-0.0139592,0
0.707071,-0.0282819,-0.0150014,0
0.717172,-0.0278795,-0.0160514,0
0.727273,-0.0274281,-0.0171075,0
0.737374,-0.0269253,-0.0181674,0
0.747475,-0.0263691,-0.0192286,0
0.757576,-0.0257574,-0.0202881,0
0.767677,-0.0250883,-0.0213428,0
0.777778,-0.0243601,-0.0223891,0
0.787879,-0.0235714,-0.023423,0
0.79798,-0.0227212,-0.0244403,0
0.808081,-0.0218087,-0.0254361,0
0.818182,-0.0208336,-0.0264054,0
0.828283,-0.0197963,-0.0273425,0
0.838384,-0.0186976,-0.0282411,0
0.848485,-0.0175391,-0.0290932,0
0.858586,-0.0163229,-0.0298891,0
0.868687,-0.0150528,-0.0306151,0
0.878788,-0.0137327,-0.031252,0
0.888889,-0.0123693,-0.0317708,0
0.89899,-0.01097,-0.0321293,0
0.909091,-0.00954626,-0.0322655,0
0.919192,-0.00811148,-0.0320933,0
0.929293,-0.00668557,-0.0314956,0
0.939394,-0.00529187,-0.0303229,0
0.949495,-0.00396347,-0.0283932,0
0.959596,-0.00273823,-0.0255,0
0.969697,-0.00166709,-0.0214217,0
0.979798,-0.000805679,-0.0159409,0
0.989899,-0.000225395,-0.00885694,0
1,-4.38945e-17,-1.75575e-15,0
