x,U_0,U_1,U_2
0,0,0,0
0.025,-0.00069623,0.058161,0
0.05,-0.003309,0.0956104,0
0.075,-0.0077203,0.119334,0
0.1,-0.0134984,0.135892,0
0.125,-0.0201968,0.15037,0
0.15,-0.0275257,0.16601,0
0.175,-0.0352441,0.183924,0
0.2,-0.0431695,0.203444,0
0.225,-0.0510318,0.22233,0
0.25,-0.0585206,0.237696,0
0.275,-0.0652942,0.246642,0
0.3,-0.0710812,0.247303,0
0.325,-0.0758057,0.239189,0
0.35,-0.0795747,0.223455,0
0.375,-0.082757,0.202251,0
0.4,-0.0857195,0.178013,0
0.425,-0.0888849,0.152571,0
0.45,-0.092369,0.126796,0
0.475,-0.0962492,0.100758,0
0.5,-0.100252,0.0740321,0
0.525,-0.104175,0.0463277,0
0.55,-0.107679,0.0175061,0
0.575,-0.110662,-0.0119996,0
0.6,-0.112867,-0.041828,0
0.625,-0.114277,-0.0711179,0
0.65,-0.114788,-0.0994144,0
0.675,-0.1145,-0.125877,0
0.7,-0.113647,-0.15047,0
0.725,-0.112725,-0.173152,0
0.75,-0.112733,-0.195479,0
0.775,-0.114759,-0.219668,0
0.8,-0.120057,-0.249554,0
0.825,-0.128219,-0.287554,0
0.85,-0.136942,-0.332497,0
0.875,-0.140247,-0.374283,0
0.9,-0.130805,-0.392178,0
0.925,-0.102016,-0.356287,0
0.95,-0.0555391,-0.247162,0
0.975,-0.0127285,-0.101078,0
1,0,0,0
