x,U_0,U_1,U_2
0,0,0,0
0.010101,-0.000133534,0.011509,0
0.020202,-0.000494953,0.0211698,0
0.030303,-0.00105597,0.0292206,0
0.040404,-0.00178584,0.0358819,0
0.0505051,-0.00266066,0.0413561,0
0.0606061,-0.00365606,0.0458251,0
0.0707071,-0.0047533,0.0494513,0
0.0808081,-0.00593429,0.0523776,0
0.0909091,-0.00718549,0.0547284,0
0.10101,-0.00849447,0.0566105,0
0.111111,-0.00985234,0.0581157,0
0.121212,-0.0112514,0.0593211,0
0.131313,-0.0126866,0.0602916,0
0.141414,-0.0141539,0.061081,0
0.151515,-0.0156514,0.0617335,0
0.161616,-0.0171777,0.0622853,0
0.171717,-0.0187334,0.0627654,0
0.181818,-0.0203192,0.0631969,0
0.191919,-0.0219374,0.0635983,0
0.20202,-0.0235904,0.0639837,0
0.212121,-0.0252819,0.0643641,0
0.222222,-0.0270159,0.0647478,0
0.232323,-0.028797,0.0651408,0
0.242424,-0.0306307,0.0655474,0
0.252525,-0.0325229,0.0659707,0
0.262626,-0.0344802,0.0664125,0
0.272727,-0.0365099,0.0668736,0
0.282828,-0.03862,0.0673541,0
0.292929,-0.0408195,0.0678534,0
0.30303,-0.0431178,0.0683704,0
0.313131,-0.0455257,0.0689032,0
0.323232,-0.0480552,0.0694499,0
0.333333,-0.0507192,0.0700082,0
0.343434,-0.0535326,0.0705764,0
0.353535,-0.0565124,0.0711536,0
0.363636,-0.0596781,0.0717414,0
0.373737,-0.0630527,0.0723454,0
0.383838,-0.0666645,0.0729776,0
0.393939,-0.0705475,0.0736596,0
0.40404,-0.0747446,0.0744265,0
0.414141,-0.0793089,0.0753298,0
0.424242,-0.0843057,0.0764405,0
0.434343,-0.089814,0.0778487,0
0.444444,-0.0959259,0.079659,0
0.454545,-0.102743,0.0819804,0
0.464646,-0.110371,0.0849087,0
0.474747,-0.118905,0.0885029,0
0.484848,-0.12842,0.092759,0
0.494949,-0.138953,0.0975859,0
0.505051,-0.150486,0.102789,0
0.515152,-0.162937,0.108071,0
0.525253,-0.176155,0.113045,0
0.535354,-0.189928,0.117272,0
0.545455,-0.203998,0.1203,0
0.555556,-0.218076,0.121716,0
0.565657,-0.231872,0.121183,0
0.575758,-0.245115,0.118468,0
0.585859,-0.257572,0.11346,0
0.59596,-0.26906,0.106158,0
0.606061,-0.279454,0.0966668,0
0.616162,-0.288687,0.0851683,0
0.626263,-0.296745,0.0718984,0
0.636364,-0.30366,0.0571222,0
0.646465,-0.3095,0.0411119,0
0.656566,-0.314357,0.0241289,0
0.666667,-0.318334,0.00641188,0
0.676768,-0.32154,-0.011831,0
0.686869,-0.324081,-0.0304247,0
0.69697,-0.326051,-0.0492269,0
0.707071,-0.327528,-0.0681249,0
0.717172,-0.328569,-0.0870307,0
0.727273,-0.329205,-0.105873,0
0.737374,-0.329433,-0.12459,0
0.747475,-0.329209,-0.143115,0
0.757576,-0.328437,-0.161363,0
0.767677,-0.326966,-0.179214,0
0.777778,-0.32458,-0.196491,0
0.787879,-0.320997,-0.212938,0
0.79798,-0.315872,-0.228206,0
0.808081,-0.308817,-0.241832,0
0.818182,-0.299426,-0.253245,0
0.828283,-0.287316,-0.261774,0
0.838384,-0.27218,-0.266692,0
0.848485,-0.253859,-0.267278,0
0.858586,-0.232403,-0.26291,0
0.868687,-0.208137,-0.253184,0
0.878788,-0.181689,-0.238031,0
0.888889,-0.153983,-0.217815,0
0.89899,-0.126166,-0.19338,0
0.909091,-0.099476,-0.165991,0
0.919192,-0.0750671,-0.137206,0
0.929293,-0.053847,-0.108649,0
0.939394,-0.036357,-0.0818025,0
0.949495,-0.022752,-0.057833,0
0.959596,-0.0128435,-0.0375526,0
0.969697,-0.00620586,-0.0214283,0
0.979798,-0.00227014,-0.00971252,0
0.989899,-0.0004132,-0.00252303,0
1,-7.89446e-17,-4.90014e-16,0
