y,U_0,U_1,U_2
0,0,0,0
0.010101,-0.00569454,3.09496e-06,0
0.020202,-0.0107273,1.13469e-05,0
0.030303,-0.0151605,2.32565e-05,0
0.040404,-0.019054,3.67087e-05,0
0.0505051,-0.0224669,4.97311e-05,0
0.0606061,-0.0254554,6.03969e-05,0
0.0707071,-0.0280739,6.72258e-05,0
0.0808081,-0.0303733,6.90986e-05,0
0.0909091,-0.0324016,6.54447e-05,0
0.10101,-0.0342035,5.61601e-05,0
0.111111,-0.0358201,4.16749e-05,0
0.121212,-0.0372891,2.28751e-05,0
0.131313,-0.0386446,1.10942e-06,0
0.141414,-0.0399175,-2.18756e-05,0
0.151515,-0.0411353,-4.39483e-05,0
0.161616,-0.0423226,-6.26324e-05,0
0.171717,-0.0435013,-7.51156e-05,0
0.181818,-0.0446907,-7.82578e-05,0
0.191919,-0.0459081,-6.85765e-05,0
0.20202,-0.0471687,-4.2221e-05,0
0.212121,-0.0484862,5.07739e-06,0
0.222222,-0.0498728,7.80754e-05,0
0.232323,-0.0513397,0.000182115,0
0.242424,-0.0528974,0.000323255,0
0.252525,-0.0545558,0.000508439,0
0.262626,-0.0563242,0.000745735,0
0.272727,-0.0582124,0.00104464,0
0.282828,-0.0602302,0.00141649,0
0.292929,-0.0623883,0.00187497,0
0.30303,-0.0646983,0.00243688,0
0.313131,-0.0671736,0.00312293,0
0.323232,-0.0698293,0.00395888,0
0.333333,-0.0726829,0.00497671,0
0.343434,-0.0757544,0.00621599,0
0.353535,-0.0790655,0.00772513,0
0.363636,-0.082639,0.00956232,0
0.373737,-0.0864963,0.0117959,0
0.383838,-0.090655,0.0145039,0
0.393939,-0.095124,0.0177718,0
0.40404,-0.0998984,0.0216893,0
0.414141,-0.104954,0.0263447,0
0.424242,-0.110241,0.0318178,0
0.434343,-0.115679,0.0381721,0
0.444444,-0.121155,0.0454462,0
0.454545,-0.126523,0.0536455,0
0.464646,-0.13161,0.0627373,0
0.474747,-0.136221,0.0726473,0
0.484848,-0.140151,0.0832603,0
0.494949,-0.143201,0.0944251,0
0.505051,-0.145186,0.105962,0
0.515152,-0.14595,0.117671,0
0.525253,-0.145377,0.129347,0
0.535354,-0.143395,0.140785,0
0.545455,-0.139978,0.151796,0
0.555556,-0.135144,0.162206,0
0.565657,-0.128953,0.171867,0
0.575758,-0.121498,0.180656,0
0.585859,-0.112901,0.188475,0
0.59596,-0.103305,0.195251,0
0.606061,-0.0928663,0.200931,0
0.616162,-0.0817506,0.205482,0
0.626263,-0.0701287,0.208884,0
0.636364,-0.0581723,0.211132,0
0.646465,-0.046051,0.212235,0
0.656566,-0.0339301,0.212211,0
0.666667,-0.0219667,0.211094,0
0.676768,-0.010308,0.208926,0
0.686869,0.000912775,0.205766,0
0.69697,0.011579,0.201685,0
0.707071,0.0215936,0.196765,0
0.717172,0.0308814,0.1911,0
0.727273,0.039391,0.184792,0
0.737374,0.0470942,0.177951,0
0.747475,0.053986,0.170686,0
0.757576,0.0600817,0.163105,0
0.767677,0.0654142,0.155308,0
0.777778,0.0700295,0.147387,0
0.787879,0.0739833,0.13942,0
0.79798,0.0773364,0.131474,0
0.808081,0.0801521,0.123598,0
0.818182,0.0824941,0.115831,0
0.828283,0.0844268,0.108197,0
0.838384,0.0860194,0.10071,0
0.848485,0.0873566,0.0933761,0
0.858586,0.0885606,0.0861932,0
0.868687,0.0898331,0.0791577,0
0.878788,0.0915251,0.0722564,0
0.888889,0.0942515,0.0654777,0
0.89899,0.0990516,0.0587944,0
0.909091,0.107604,0.0521776,0
0.919192,0.122462,0.0455718,0
0.929293,0.147273,0.0389244,0
0.939394,0.186878,0.0321688,0
0.949495,0.247166,0.0253025,0
0.959596,0.334491,0.0184017,0
0.969697,0.454414,0.0117643,0
0.979798,0.609488,0.00591177,0
0.989899,0.79599,0.00168507,0
1,1,3.28364e-16,0
