x,U_0,U_1,U_2
0,0,0,0
0.010101,-0.000152919,0.0242299,0
0.020202,-0.000611944,0.0445969,0
0.030303,-0.0013816,0.0615324,0
0.040404,-0.00245063,0.0754663,0
0.0505051,-0.00380494,0.0868302,0
0.0606061,-0.00542025,0.0960403,0
0.0707071,-0.00727296,0.103496,0
0.0808081,-0.00933638,0.109566,0
0.0909091,-0.0115882,0.114591,0
0.10101,-0.0140079,0.118875,0
0.111111,-0.0165812,0.12269,0
0.121212,-0.0192975,0.126282,0
0.131313,-0.0221525,0.129869,0
0.141414,-0.0251456,0.133649,0
0.151515,-0.0282807,0.137797,0
0.161616,-0.0315639,0.142469,0
0.171717,-0.0350032,0.1478,0
0.181818,-0.038606,0.153891,0
0.191919,-0.0423779,0.160809,0
0.20202,-0.0463208,0.168576,0
0.212121,-0.0504312,0.17716,0
0.222222,-0.0546983,0.186468,0
0.232323,-0.0591035,0.196345,0
0.242424,-0.0636193,0.20658,0
0.252525,-0.0682093,0.216903,0
0.262626,-0.0728292,0.22701,0
0.272727,-0.0774281,0.236568,0
0.282828,-0.081951,0.245241,0
0.292929,-0.0863415,0.252707,0
0.30303,-0.0905455,0.25868,0
0.313131,-0.0945142,0.262925,0
0.323232,-0.0982083,0.265275,0
0.333333,-0.1016,0.265638,0
0.343434,-0.104676,0.264003,0
0.353535,-0.107438,0.260435,0
0.363636,-0.109903,0.255069,0
0.373737,-0.112102,0.248095,0
0.383838,-0.114074,0.239743,0
0.393939,-0.115871,0.230258,0
0.40404,-0.117544,0.219886,0
0.414141,-0.119146,0.208857,0
0.424242,-0.120725,0.197366,0
0.434343,-0.122322,0.18557,0
0.444444,-0.123968,0.173583,0
0.454545,-0.125683,0.161474,0
0.464646,-0.127476,0.149274,0
0.474747,-0.129346,0.136984,0
0.484848,-0.13128,0.124586,0
0.494949,-0.133261,0.112046,0
0.505051,-0.135263,0.0993286,0
0.515152,-0.137259,0.0864017,0
0.525253,-0.13922,0.0732416,0
0.535354,-0.141118,0.0598366,0
0.545455,-0.142926,0.0461885,0
0.555556,-0.144617,0.0323124,0
0.565657,-0.146169,0.0182361,0
0.575758,-0.147564,0.00399831,0
0.585859,-0.148784,-0.0103536,0
0.59596,-0.149814,-0.0247653,0
0.606061,-0.150644,-0.0391771,0
0.616162,-0.151264,-0.0535265,0
0.626263,-0.151664,-0.0677486,0
0.636364,-0.151841,-0.0817781,0
0.646465,-0.15179,-0.0955502,0
0.656566,-0.151511,-0.109002,0
0.666667,-0.151007,-0.122075,0
0.676768,-0.150287,-0.134715,0
0.686869,-0.149367,-0.146879,0
0.69697,-0.148271,-0.158536,0
0.707071,-0.147038,-0.169674,0
0.717172,-0.145718,-0.180309,0
0.727273,-0.144382,-0.190488,0
0.737374,-0.143119,-0.200306,0
0.747475,-0.142039,-0.209907,0
0.757576,-0.141274,-0.2195,0
0.767677,-0.140967,-0.229356,0
0.777778,-0.141269,-0.239809,0
0.787879,-0.142319,-0.251241,0
0.79798,-0.144222,-0.26405,0
0.808081,-0.14702,-0.278595,0
0.818182,-0.150655,-0.295129,0
0.828283,-0.154938,-0.313699,0
0.838384,-0.159509,-0.33404,0
0.848485,-0.163834,-0.355464,0
0.858586,-0.167193,-0.376771,0
0.868687,-0.168734,-0.396201,0
0.878788,-0.167532,-0.411481,0
0.888889,-0.162727,-0.419965,0
0.89899,-0.153667,-0.418954,0
0.909091,-0.140115,-0.406146,0
0.919192,-0.122385,-0.380213,0
0.929293,-0.101471,-0.341345,0
0.939394,-0.07894,-0.291592,0
0.949495,-0.0567466,-0.234704,0
0.959596,-0.0367773,-0.17551,0
0.969697,-0.0205574,-0.118921,0
0.979798,-0.00892241,-0.0690941,0
0.989899,-0.00215562,-0.0289129,0
1,-4.1745e-16,-5.69805e-15,0
