x,U_0,U_1,U_2
0,0,0,0
0.010101,-0.000147938,0.0162214,0
0.020202,-0.000558607,0.0298819,0
0.030303,-0.0012093,0.0412908,0
0.040404,-0.00207189,0.0507427,0
0.0505051,-0.00312378,0.0585162,0
0.0606061,-0.00433988,0.0648681,0
0.0707071,-0.00570009,0.0700329,0
0.0808081,-0.00718416,0.0742195,0
0.0909091,-0.00877649,0.0776126,0
0.10101,-0.0104626,0.0803717,0
0.111111,-0.012232,0.0826338,0
0.121212,-0.0140759,0.0845138,0
0.131313,-0.015989,0.0861077,0
0.141414,-0.0179674,0.0874942,0
0.151515,-0.0200102,0.0887377,0
0.161616,-0.022118,0.0898902,0
0.171717,-0.0242935,0.0909938,0
0.181818,-0.0265413,0.0920831,0
0.191919,-0.0288675,0.093187,0
0.20202,-0.0312804,0.0943315,0
0.212121,-0.0337903,0.0955419,0
0.222222,-0.0364098,0.0968453,0
0.232323,-0.0391543,0.0982737,0
0.242424,-0.0420424,0.0998667,0
0.252525,-0.0450965,0.101675,0
0.262626,-0.0483436,0.103763,0
0.272727,-0.0518151,0.10621,0
0.282828,-0.0555476,0.109111,0
0.292929,-0.0595819,0.112574,0
0.30303,-0.0639621,0.116712,0
0.313131,-0.0687331,0.121637,0
0.323232,-0.0739371,0.12744,0
0.333333,-0.0796093,0.134172,0
0.343434,-0.0857721,0.141832,0
0.353535,-0.0924298,0.150342,0
0.363636,-0.0995633,0.15954,0
0.373737,-0.107126,0.169171,0
0.383838,-0.115044,0.178899,0
0.393939,-0.123214,0.188323,0
0.40404,-0.131511,0.197004,0
0.414141,-0.139793,0.204497,0
0.424242,-0.14791,0.21039,0
0.434343,-0.155716,0.214333,0
0.444444,-0.163079,0.216064,0
0.454545,-0.169888,0.215427,0
0.464646,-0.176063,0.212379,0
0.474747,-0.181557,0.206983,0
0.484848,-0.186362,0.199398,0
0.494949,-0.190503,0.189853,0
0.505051,-0.194033,0.178625,0
0.515152,-0.197027,0.166012,0
0.525253,-0.199571,0.152303,0
0.535354,-0.201755,0.137766,0
0.545455,-0.203662,0.122627,0
0.555556,-0.205359,0.107069,0
0.565657,-0.2069,0.0912272,0
0.575758,-0.208316,0.0751996,0
0.585859,-0.20962,0.0590526,0
0.59596,-0.210808,0.042832,0
0.606061,-0.211864,0.0265733,0
0.616162,-0.212762,0.0103092,0
0.626263,-0.213474,-0.00592415,0
0.636364,-0.213973,-0.0220841,0
0.646465,-0.214238,-0.0381207,0
0.656566,-0.214256,-0.053979,0
0.666667,-0.214029,-0.0696017,0
0.676768,-0.213572,-0.0849353,0
0.686869,-0.212918,-0.0999355,0
0.69697,-0.212122,-0.114575,0
0.707071,-0.211256,-0.12885,0
0.717172,-0.210413,-0.14279,0
0.727273,-0.209705,-0.156461,0
0.737374,-0.209254,-0.169974,0
0.747475,-0.209193,-0.183482,0
0.757576,-0.209644,-0.197177,0
0.767677,-0.210708,-0.21128,0
0.777778,-0.212441,-0.226012,0
0.787879,-0.214828,-0.241563,0
0.79798,-0.217756,-0.25804,0
0.808081,-0.220988,-0.275413,0
0.818182,-0.22414,-0.293444,0
0.828283,-0.22668,-0.311623,0
0.838384,-0.227928,-0.329123,0
0.848485,-0.227107,-0.344772,0
0.858586,-0.223395,-0.357081,0
0.868687,-0.216034,-0.364332,0
0.878788,-0.204449,-0.364753,0
0.888889,-0.188402,-0.35677,0
0.89899,-0.168115,-0.339344,0
0.909091,-0.144373,-0.312299,0
0.919192,-0.118496,-0.276598,0
0.929293,-0.0922135,-0.234361,0
0.939394,-0.0673499,-0.188638,0
0.949495,-0.045514,-0.142844,0
0.959596,-0.0277805,-0.1002,0
0.969697,-0.0146322,-0.0632289,0
0.979798,-0.00596409,-0.0336481,0
0.989899,-0.00132241,-0.0124078,0
1,-2.55153e-16,-2.43747e-15,0
