y,U_0,U_1,U_2
0,0,0,0
0.010101,-0.00622941,-2.39596e-05,0
0.020202,-0.0118479,-9.16986e-05,0
0.030303,-0.0169055,-0.000202038,0
0.040404,-0.0214498,-0.000353883,0
0.0505051,-0.0255295,-0.000547255,0
0.0606061,-0.0291917,-0.000781742,0
0.0707071,-0.032484,-0.00105729,0
0.0808081,-0.0354527,-0.00137314,0
0.0909091,-0.0381442,-0.00172839,0
0.10101,-0.0406044,-0.00212116,0
0.111111,-0.0428793,-0.00254888,0
0.121212,-0.0450151,-0.00300754,0
0.131313,-0.0470594,-0.00349158,0
0.141414,-0.0490615,-0.00399302,0
0.151515,-0.0510747,-0.00450087,0
0.161616,-0.0531568,-0.00499994,0
0.171717,-0.0553729,-0.0054697,0
0.181818,-0.0577969,-0.00588267,0
0.191919,-0.0605129,-0.00620285,0
0.20202,-0.0636169,-0.006384,0
0.212121,-0.0672164,-0.00636821,0
0.222222,-0.071429,-0.0060848,0
0.232323,-0.076379,-0.00545011,0
0.242424,-0.0821906,-0.00436839,0
0.252525,-0.0889803,-0.00273413,0
0.262626,-0.0968447,-0.000436139,0
0.272727,-0.105848,0.00263666,0
0.282828,-0.116009,0.00658789,0
0.292929,-0.127286,0.0115051,0
0.30303,-0.139568,0.0174509,0
0.313131,-0.152669,0.0244543,0
0.323232,-0.166326,0.0325033,0
0.333333,-0.180207,0.0415402,0
0.343434,-0.193926,0.0514595,0
0.353535,-0.207059,0.0621096,0
0.363636,-0.219175,0.0732987,0
0.373737,-0.229861,0.0848045,0
0.383838,-0.23875,0.096387,0
0.393939,-0.245553,0.107804,0
0.40404,-0.250069,0.118827,0
0.414141,-0.252201,0.129258,0
0.424242,-0.251953,0.138939,0
0.434343,-0.249424,0.147762,0
0.444444,-0.244787,0.155674,0
0.454545,-0.238266,0.16267,0
0.464646,-0.230116,0.168791,0
0.474747,-0.220595,0.17411,0
0.484848,-0.209948,0.178726,0
0.494949,-0.198393,0.182746,0
0.505051,-0.186109,0.186277,0
0.515152,-0.173242,0.18942,0
0.525253,-0.159896,0.19226,0
0.535354,-0.146148,0.194861,0
0.545455,-0.132047,0.197272,0
0.555556,-0.117629,0.19952,0
0.565657,-0.102917,0.201614,0
0.575758,-0.0879322,0.203552,0
0.585859,-0.0726976,0.205317,0
0.59596,-0.0572419,0.206885,0
0.606061,-0.0416019,0.208225,0
0.616162,-0.0258249,0.209302,0
0.626263,-0.00996921,0.210077,0
0.636364,0.00589456,0.210507,0
0.646465,0.021683,0.21055,0
0.656566,0.0372994,0.210158,0
0.666667,0.0526342,0.209285,0
0.676768,0.067565,0.207883,0
0.686869,0.0819583,0.205906,0
0.69697,0.0956728,0.203314,0
0.707071,0.108563,0.200071,0
0.717172,0.120486,0.196152,0
0.727273,0.131309,0.191548,0
0.737374,0.140915,0.186262,0
0.747475,0.149217,0.180322,0
0.757576,0.15616,0.17377,0
0.767677,0.161727,0.166671,0
0.777778,0.165948,0.159104,0
0.787879,0.168891,0.151162,0
0.79798,0.170666,0.142946,0
0.808081,0.171413,0.134558,0
0.818182,0.171294,0.126096,0
0.828283,0.170484,0.117651,0
0.838384,0.169162,0.109297,0
0.848485,0.167505,0.101094,0
0.858586,0.165692,0.093081,0
0.868687,0.163929,0.0852834,0
0.878788,0.162497,0.0777013,0
0.888889,0.161861,0.0703224,0
0.89899,0.162836,0.0631054,0
0.909091,0.166842,0.0559988,0
0.919192,0.176216,0.0489179,0
0.929293,0.194531,0.0417847,0
0.939394,0.226794,0.0345152,0
0.949495,0.279328,0.0271084,0
0.959596,0.359094,0.0196602,0
0.969697,0.472211,0.0125117,0
0.979798,0.621406,0.00623839,0
0.989899,0.802431,0.00174791,0
1,1,3.40401e-16,0
