x,U_0,U_1,U_2
0,0,0,0
0.025,-0.000150563,0.0822151,0
0.05,-0.00266999,0.135387,0
0.075,-0.00761862,0.170264,0
0.1,-0.0140872,0.196515,0
0.125,-0.0211247,0.21971,0
0.15,-0.0281273,0.241197,0
0.175,-0.0346868,0.259446,0
0.2,-0.0405811,0.272135,0
0.225,-0.0456142,0.277205,0
0.25,-0.0497303,0.273842,0
0.275,-0.0529768,0.262417,0
0.3,-0.0555408,0.244576,0
0.325,-0.0577036,0.222441,0
0.35,-0.0597241,0.198184,0
0.375,-0.0618568,0.173284,0
0.4,-0.0641779,0.148512,0
0.425,-0.0667741,0.123932,0
0.45,-0.0695283,0.0992652,0
0.475,-0.0724499,0.0741964,0
0.5,-0.0753555,0.048461,0
0.525,-0.0782578,0.0221111,0
0.55,-0.0810122,-0.00479715,0
0.575,-0.0836936,-0.0318664,0
0.6,-0.0861672,-0.058993,0
0.625,-0.0884839,-0.0856826,0
0.65,-0.0905373,-0.111905,0
0.675,-0.0923417,-0.137153,0
0.7,-0.0939295,-0.161587,0
0.725,-0.095454,-0.185023,0
0.75,-0.097462,-0.208556,0
0.775,-0.100611,-0.233637,0
0.8,-0.106045,-0.263613,0
0.825,-0.113865,-0.301256,0
0.85,-0.12289,-0.347095,0
0.875,-0.128312,-0.393168,0
0.9,-0.12325,-0.419657,0
0.925,-0.100199,-0.393832,0
0.95,-0.0580731,-0.286872,0
0.975,-0.0146369,-0.125097,0
1,0,0,0
