y,U_0,U_1,U_2
0,0,0,0
0.010101,-0.0262185,0.000128774,0
0.020202,-0.0503934,0.000317024,0
0.030303,-0.0730895,0.000435881,0
0.040404,-0.0948092,0.000417345,0
0.0505051,-0.11603,0.000262329,0
0.0606061,-0.137149,1.86002e-05,0
0.0707071,-0.158465,-0.000232302,0
0.0808081,-0.18012,-0.000399911,0
0.0909091,-0.202089,-0.0003994,0
0.10101,-0.22417,-0.000165745,0
0.111111,-0.24601,0.000341865,0
0.121212,-0.267139,0.0011384,0
0.131313,-0.287021,0.00221587,0
0.141414,-0.305102,0.00354653,0
0.151515,-0.320859,0.0050866,0
0.161616,-0.333842,0.00677997,0
0.171717,-0.343714,0.00856211,0
0.181818,-0.350282,0.010365,0
0.191919,-0.353507,0.0121222,0
0.20202,-0.353513,0.0137745,0
0.212121,-0.350562,0.0152747,0
0.222222,-0.345036,0.0165911,0
0.232323,-0.337386,0.0177091,0
0.242424,-0.328102,0.018631,0
0.252525,-0.317665,0.019374,0
0.262626,-0.306515,0.0199667,0
0.272727,-0.29503,0.020445,0
0.282828,-0.283508,0.020848,0
0.292929,-0.272166,0.0212145,0
0.30303,-0.261142,0.0215796,0
0.313131,-0.250508,0.0219728,0
0.323232,-0.240278,0.0224172,0
0.333333,-0.230427,0.0229287,0
0.343434,-0.220901,0.0235168,0
0.353535,-0.211632,0.0241852,0
0.363636,-0.202543,0.0249326,0
0.373737,-0.193562,0.0257545,0
0.383838,-0.18462,0.0266438,0
0.393939,-0.175661,0.0275919,0
0.40404,-0.166637,0.0285897,0
0.414141,-0.157511,0.0296282,0
0.424242,-0.148257,0.0306987,0
0.434343,-0.138858,0.0317934,0
0.444444,-0.129305,0.0329055,0
0.454545,-0.119594,0.0340289,0
0.464646,-0.109725,0.0351586,0
0.474747,-0.0997029,0.03629,0
0.484848,-0.0895348,0.0374196,0
0.494949,-0.079229,0.038544,0
0.505051,-0.068795,0.0396603,0
0.515152,-0.0582433,0.0407658,0
0.525253,-0.0475848,0.0418581,0
0.535354,-0.0368303,0.0429347,0
0.545455,-0.025991,0.043993,0
0.555556,-0.0150777,0.0450306,0
0.565657,-0.00410097,0.046045,0
0.575758,0.006929,0.0470336,0
0.585859,0.0180028,0.047994,0
0.59596,0.0291118,0.0489237,0
0.606061,0.0402486,0.0498202,0
0.616162,0.0514072,0.0506813,0
0.626263,0.0625831,0.0515048,0
0.636364,0.073774,0.0522887,0
0.646465,0.0849794,0.0530313,0
0.656566,0.0962011,0.0537309,0
0.666667,0.107443,0.0543863,0
0.676768,0.11871,0.0549959,0
0.686869,0.130009,0.0555586,0
0.69697,0.141348,0.0560729,0
0.707071,0.152733,0.0565371,0
0.717172,0.16417,0.0569488,0
0.727273,0.17566,0.057305,0
0.737374,0.1872,0.0576015,0
0.747475,0.198781,0.0578332,0
0.757576,0.210382,0.057993,0
0.767677,0.221975,0.0580725,0
0.777778,0.233519,0.058061,0
0.787879,0.244959,0.0579467,0
0.79798,0.256227,0.057715,0
0.808081,0.267245,0.0573514,0
0.818182,0.277919,0.056838,0
0.828283,0.28815,0.056159,0
0.838384,0.29783,0.0552955,0
0.848485,0.306852,0.0542325,0
0.858586,0.315111,0.0529517,0
0.868687,0.322519,0.0514404,0
0.878788,0.329023,0.0496782,0
0.888889,0.334657,0.047647,0
0.89899,0.339641,0.045304,0
0.909091,0.344591,0.04259,0
0.919192,0.350866,0.0393873,0
0.929293,0.361092,0.0355489,0
0.939394,0.379708,0.0308859,0
0.949495,0.413284,0.0252994,0
0.959596,0.47002,0.0188643,0
0.969697,0.55788,0.012067,0
0.979798,0.680891,0.00581616,0
0.989899,0.834183,0.00143123,0
1,1,2.77331e-16,0
