x,U_0,U_1,U_2
0,0,0,0
0.025,-0.000322396,0.0760717,0
0.05,-0.00291214,0.125293,0
0.075,-0.00778863,0.157591,0
0.1,-0.0141773,0.181962,0
0.125,-0.0212444,0.203951,0
0.15,-0.0284322,0.225309,0
0.175,-0.0353346,0.244851,0
0.2,-0.0417009,0.260232,0
0.225,-0.0472869,0.268985,0
0.25,-0.0519638,0.269649,0
0.275,-0.0557049,0.26192,0
0.3,-0.0586395,0.246937,0
0.325,-0.0610355,0.22663,0
0.35,-0.0631798,0.203298,0
0.375,-0.0653869,0.178741,0
0.4,-0.0677931,0.154063,0
0.425,-0.0705268,0.129542,0
0.45,-0.0734814,0.104959,0
0.475,-0.0766509,0.0799513,0
0.5,-0.0798199,0.0541667,0
0.525,-0.0829584,0.0275881,0
0.55,-0.0858933,0.000263577,0
0.575,-0.0886762,-0.0273742,0
0.6,-0.0911569,-0.0551518,0
0.625,-0.0933781,-0.0824946,0
0.65,-0.0952317,-0.109287,0
0.675,-0.0967397,-0.134955,0
0.7,-0.0979564,-0.159609,0
0.725,-0.099079,-0.183071,0
0.75,-0.100721,-0.206489,0
0.775,-0.103616,-0.231432,0
0.8,-0.10895,-0.26134,0
0.825,-0.116767,-0.298962,0
0.85,-0.125713,-0.344564,0
0.875,-0.130761,-0.389799,0
0.9,-0.124914,-0.414641,0
0.925,-0.100784,-0.386822,0
0.95,-0.0577471,-0.279242,0
0.975,-0.0142975,-0.120323,0
1,0,0,0
