x,U_0,U_1,U_2
0,0,0,0
0.025,-0.000717414,0.0130656,0
0.05,-0.00225387,0.0197799,0
0.075,-0.00412276,0.0223044,0
0.1,-0.00608236,0.0228384,0
0.125,-0.00802048,0.0225675,0
0.15,-0.00991428,0.0219979,0
0.175,-0.0117368,0.0212468,0
0.2,-0.013486,0.0203954,0
0.225,-0.0151543,0.019417,0
0.25,-0.0167294,0.0183656,0
0.275,-0.0182244,0.0172031,0
0.3,-0.0196092,0.0159805,0
0.325,-0.0209208,0.0146627,0
0.35,-0.0221072,0.0132888,0
0.375,-0.0232305,0.0118372,0
0.4,-0.0242141,0.0103234,0
0.425,-0.0251454,0.00875093,0
0.45,-0.0259212,0.0070999,0
0.475,-0.0266536,0.00541152,0
0.5,-0.0272119,0.0036173,0
0.525,-0.0277256,0.00180705,0
0.55,-0.0280491,-0.000140113,0
0.575,-0.0283114,-0.00208567,0
0.6,-0.0283699,-0.00419208,0
0.625,-0.028332,-0.00628459,0
0.65,-0.0280689,-0.00855329,0
0.675,-0.0276576,-0.0107937,0
0.7,-0.0269899,-0.0132078,0
0.725,-0.0261051,-0.0155692,0
0.75,-0.0249241,-0.01807,0
0.775,-0.0234473,-0.0204708,0
0.8,-0.0216346,-0.0229287,0
0.825,-0.0194592,-0.0251976,0
0.85,-0.0169322,-0.0273647,0
0.875,-0.0140333,-0.0291358,0
0.9,-0.0108501,-0.0303418,0
0.925,-0.00745634,-0.0301551,0
0.95,-0.00413731,-0.0270778,0
0.975,-0.00135501,-0.0181766,0
1,0,0,0
