x,U_0,U_1,U_2
0,0,0,0
0.025,-0.000736633,0.0333922,0
0.05,-0.00265041,0.0548841,0
0.075,-0.00545455,0.0682391,0
0.1,-0.00891068,0.0764479,0
0.125,-0.0128314,0.0816385,0
0.15,-0.0171349,0.0853013,0
0.175,-0.0217791,0.088321,0
0.2,-0.0268078,0.0913112,0
0.225,-0.0322995,0.0945812,0
0.25,-0.0383913,0.098466,0
0.275,-0.0452883,0.103245,0
0.3,-0.0532368,0.109465,0
0.325,-0.0625918,0.117799,0
0.35,-0.0736575,0.129058,0
0.375,-0.0867056,0.14347,0
0.4,-0.101573,0.159914,0
0.425,-0.117703,0.175242,0
0.45,-0.133869,0.18478,0
0.475,-0.148782,0.184156,0
0.5,-0.161212,0.171223,0
0.525,-0.170643,0.146871,0
0.55,-0.177415,0.114669,0
0.575,-0.182291,0.0782237,0
0.6,-0.185749,0.0398997,0
0.625,-0.188149,0.00131114,0
0.65,-0.18941,-0.0368393,0
0.675,-0.18959,-0.0735814,0
0.7,-0.188969,-0.108508,0
0.725,-0.188294,-0.141279,0
0.75,-0.188706,-0.172978,0
0.775,-0.191033,-0.205092,0
0.8,-0.195266,-0.239541,0
0.825,-0.198916,-0.275648,0
0.85,-0.197302,-0.308464,0
0.875,-0.183395,-0.326057,0
0.9,-0.151421,-0.311065,0
0.925,-0.100489,-0.247249,0
0.95,-0.0434899,-0.142447,0
0.975,-0.00702861,-0.0447816,0
1,0,0,0
