x,U_0,U_1,U_2
0,0,0,0
0.010101,-0.000151416,0.01879,0
0.020202,-0.000580178,0.0346169,0
0.030303,-0.00127006,0.0478284,0
0.040404,-0.00219697,0.0587595,0
0.0505051,-0.00334048,0.0677324,0
0.0606061,-0.00467581,0.0750475,0
0.0707071,-0.00618213,0.0809825,0
0.0808081,-0.00783758,0.0857871,0
0.0909091,-0.00962481,0.0896835,0
0.10101,-0.0115275,0.0928646,0
0.111111,-0.0135338,0.0954965,0
0.121212,-0.0156341,0.0977195,0
0.131313,-0.0178226,0.0996516,0
0.141414,-0.0200963,0.101392,0
0.151515,-0.0224556,0.103023,0
0.161616,-0.0249036,0.10462,0
0.171717,-0.0274469,0.106247,0
0.181818,-0.030095,0.10797,0
0.191919,-0.032861,0.109855,0
0.20202,-0.035761,0.111973,0
0.212121,-0.0388149,0.114407,0
0.222222,-0.0420459,0.117248,0
0.232323,-0.0454804,0.120597,0
0.242424,-0.0491466,0.124563,0
0.252525,-0.0530739,0.129252,0
0.262626,-0.0572907,0.13476,0
0.272727,-0.0618215,0.14116,0
0.282828,-0.0666843,0.148482,0
0.292929,-0.0718867,0.156705,0
0.30303,-0.0774233,0.165736,0
0.313131,-0.0832721,0.175408,0
0.323232,-0.0893933,0.185479,0
0.333333,-0.0957285,0.195633,0
0.343434,-0.102202,0.205505,0
0.353535,-0.108725,0.214697,0
0.363636,-0.115197,0.222805,0
0.373737,-0.121515,0.229452,0
0.383838,-0.127579,0.234313,0
0.393939,-0.133299,0.237135,0
0.40404,-0.138601,0.237757,0
0.414141,-0.143432,0.236117,0
0.424242,-0.147766,0.232252,0
0.434343,-0.151601,0.226286,0
0.444444,-0.154963,0.21842,0
0.454545,-0.157896,0.208902,0
0.464646,-0.160465,0.19801,0
0.474747,-0.162743,0.186022,0
0.484848,-0.164805,0.1732,0
0.494949,-0.166723,0.159768,0
0.505051,-0.168558,0.14591,0
0.515152,-0.170356,0.131758,0
0.525253,-0.172148,0.117399,0
0.535354,-0.173947,0.102885,0
0.545455,-0.175747,0.0882371,0
0.555556,-0.177531,0.0734593,0
0.565657,-0.17927,0.0585484,0
0.575758,-0.180926,0.043503,0
0.585859,-0.182462,0.0283295,0
0.59596,-0.183834,0.0130463,0
0.606061,-0.185005,-0.00231456,0
0.616162,-0.185939,-0.0177071,0
0.626263,-0.186609,-0.0330734,0
0.636364,-0.186992,-0.0483461,0
0.646465,-0.187075,-0.0634516,0
0.656566,-0.186854,-0.0783141,0
0.666667,-0.186338,-0.09286,0
0.676768,-0.185546,-0.107023,0
0.686869,-0.184511,-0.12075,0
0.69697,-0.183283,-0.134005,0
0.707071,-0.181929,-0.14678,0
0.717172,-0.180537,-0.159101,0
0.727273,-0.179213,-0.171033,0
0.737374,-0.178083,-0.182693,0
0.747475,-0.177287,-0.194249,0
0.757576,-0.176976,-0.205925,0
0.767677,-0.177295,-0.217994,0
0.777778,-0.178365,-0.230759,0
0.787879,-0.180266,-0.244527,0
0.79798,-0.183,-0.259564,0
0.808081,-0.186465,-0.27603,0
0.818182,-0.190419,-0.293905,0
0.828283,-0.194464,-0.312909,0
0.838384,-0.198028,-0.332416,0
0.848485,-0.200386,-0.351391,0
0.858586,-0.200689,-0.368375,0
0.868687,-0.198055,-0.381512,0
0.878788,-0.191667,-0.388686,0
0.888889,-0.180934,-0.387748,0
0.89899,-0.165639,-0.37687,0
0.909091,-0.146105,-0.354963,0
0.919192,-0.123255,-0.322114,0
0.929293,-0.0986006,-0.279832,0
0.939394,-0.0739953,-0.231029,0
0.949495,-0.0513381,-0.179539,0
0.959596,-0.0321441,-0.129436,0
0.969697,-0.0173679,-0.0842707,0
0.979798,-0.00727716,-0.0466928,0
0.989899,-0.00167849,-0.0183198,0
1,-3.24419e-16,-3.60469e-15,0
