y,U_0,U_1,U_2
0,0,0,0
0.010101,-0.00630928,-3.96679e-05,0
0.020202,-0.012031,-0.000151999,0
0.030303,-0.0172136,-0.000334212,0
0.040404,-0.0219037,-0.000582746,0
0.0505051,-0.0261509,-0.000895346,0
0.0606061,-0.0300049,-0.0012684,0
0.0707071,-0.0335195,-0.00169825,0
0.0808081,-0.0367511,-0.00217919,0
0.0909091,-0.0397617,-0.00270404,0
0.10101,-0.0426191,-0.00326242,0
0.111111,-0.0453994,-0.00384068,0
0.121212,-0.0481876,-0.00442011,0
0.131313,-0.0510803,-0.00497639,0
0.141414,-0.0541859,-0.0054778,0
0.151515,-0.0576259,-0.0058844,0
0.161616,-0.0615341,-0.00614661,0
0.171717,-0.0660548,-0.00620475,0
0.181818,-0.0713385,-0.00598874,0
0.191919,-0.077536,-0.00541892,0
0.20202,-0.0847893,-0.00440769,0
0.212121,-0.0932211,-0.00286255,0
0.222222,-0.102921,-0.000690288,0
0.232323,-0.113934,0.00219758,0
0.242424,-0.126244,0.00587842,0
0.252525,-0.139764,0.0104115,0
0.262626,-0.154328,0.0158309,0
0.272727,-0.169688,0.0221391,0
0.282828,-0.185516,0.0293018,0
0.292929,-0.201414,0.0372443,0
0.30303,-0.216933,0.045851,0
0.313131,-0.231595,0.0549679,0
0.323232,-0.244924,0.0644082,0
0.333333,-0.25648,0.073962,0
0.343434,-0.265886,0.0834094,0
0.353535,-0.272862,0.0925347,0
0.363636,-0.277241,0.101143,0
0.373737,-0.278981,0.109072,0
0.383838,-0.278158,0.116207,0
0.393939,-0.274952,0.122485,0
0.40404,-0.269626,0.127896,0
0.414141,-0.26249,0.132478,0
0.424242,-0.253876,0.136312,0
0.434343,-0.244107,0.139506,0
0.444444,-0.233471,0.142186,0
0.454545,-0.222213,0.144482,0
0.464646,-0.210519,0.146517,0
0.474747,-0.198523,0.148397,0
0.484848,-0.186304,0.150209,0
0.494949,-0.173901,0.152017,0
0.505051,-0.161317,0.153858,0
0.515152,-0.148538,0.155751,0
0.525253,-0.135538,0.157695,0
0.535354,-0.122288,0.159673,0
0.545455,-0.108765,0.16166,0
0.555556,-0.0949524,0.163625,0
0.565657,-0.0808466,0.165532,0
0.575758,-0.0664548,0.167347,0
0.585859,-0.0517964,0.169039,0
0.59596,-0.0369004,0.170577,0
0.606061,-0.0218047,0.171937,0
0.616162,-0.00655451,0.173096,0
0.626263,0.00879866,0.174032,0
0.636364,0.0241973,0.174729,0
0.646465,0.0395778,0.175167,0
0.656566,0.0548693,0.175326,0
0.666667,0.0699921,0.175182,0
0.676768,0.0848567,0.174708,0
0.686869,0.0993622,0.173874,0
0.69697,0.113395,0.172646,0
0.707071,0.126832,0.170988,0
0.717172,0.139539,0.168866,0
0.727273,0.151378,0.166245,0
0.737374,0.162214,0.1631,0
0.747475,0.171918,0.159413,0
0.757576,0.180382,0.155178,0
0.767677,0.187521,0.150403,0
0.777778,0.193286,0.145114,0
0.787879,0.197668,0.13935,0
0.79798,0.2007,0.133165,0
0.808081,0.20246,0.126624,0
0.818182,0.203063,0.119801,0
0.828283,0.20266,0.112773,0
0.838384,0.201426,0.105616,0
0.848485,0.199555,0.0984007,0
0.858586,0.197257,0.0911879,0
0.868687,0.194773,0.0840272,0
0.878788,0.192411,0.0769465,0
0.888889,0.190637,0.0699598,0
0.89899,0.190237,0.0630471,0
0.909091,0.192566,0.0561709,0
0.919192,0.199885,0.049253,0
0.929293,0.215715,0.0422151,0
0.939394,0.24508,0.0349706,0
0.949495,0.294427,0.0275207,0
0.959596,0.370939,0.0199733,0
0.969697,0.480968,0.0126967,0
0.979798,0.627344,0.00630426,0
0.989899,0.805625,0.00174599,0
1,1,3.39884e-16,0
