x,U_0,U_1,U_2
0,0,0,0
0.025,0.000213305,0.0934223,0
0.05,-0.00211735,0.153623,0
0.075,-0.00712797,0.19269,0
0.1,-0.0136577,0.221481,0
0.125,-0.0205699,0.245635,0
0.15,-0.0272169,0.26599,0
0.175,-0.033218,0.280769,0
0.2,-0.0384191,0.288058,0
0.225,-0.0427125,0.2867,0
0.25,-0.0461516,0.276992,0
0.275,-0.0488727,0.260261,0
0.3,-0.0511111,0.238701,0
0.325,-0.0531292,0.214446,0
0.35,-0.0551203,0.189288,0
0.375,-0.0572513,0.164166,0
0.4,-0.0595285,0.139422,0
0.425,-0.0620011,0.114899,0
0.45,-0.0645536,0.0903083,0
0.475,-0.0672223,0.0654247,0
0.5,-0.0698635,0.0400826,0
0.525,-0.0725361,0.0143838,0
0.55,-0.0751229,-0.011655,0
0.575,-0.0777202,-0.0377184,0
0.6,-0.0802053,-0.0638139,0
0.625,-0.082636,-0.089555,0
0.65,-0.0849065,-0.115013,0
0.675,-0.0870249,-0.139756,0
0.7,-0.0890035,-0.163989,0
0.725,-0.090953,-0.187517,0
0.75,-0.0933483,-0.211367,0
0.775,-0.096757,-0.236834,0
0.8,-0.102267,-0.267127,0
0.825,-0.110039,-0.305015,0
0.85,-0.119119,-0.351366,0
0.875,-0.125007,-0.398753,0
0.9,-0.121007,-0.427691,0
0.925,-0.0994567,-0.404802,0
0.95,-0.0586093,-0.298709,0
0.975,-0.0151582,-0.132479,0
1,0,0,0
