x,U_0,U_1,U_2
0,0,0,0
0.025641,-0.00119604,0.0810863,0
0.0512821,-0.00512231,0.139945,0
0.0769231,-0.0116854,0.18159,0
0.102564,-0.0202085,0.211105,0
0.128205,-0.0299647,0.232728,0
0.153846,-0.0402524,0.249088,0
0.179487,-0.0505761,0.261352,0
0.205128,-0.0605577,0.269611,0
0.230769,-0.069944,0.27346,0
0.25641,-0.0785347,0.272403,0
0.282051,-0.0861951,0.26612,0
0.307692,-0.092841,0.25458,0
0.333333,-0.0984593,0.238073,0
0.358974,-0.103103,0.21717,0
0.384615,-0.106891,0.192648,0
0.410256,-0.109992,0.165381,0
0.435897,-0.112602,0.136232,0
0.461538,-0.114929,0.105959,0
0.487179,-0.117169,0.0751513,0
0.512821,-0.119504,0.0442124,0
0.538462,-0.122097,0.0133582,0
0.564103,-0.125104,-0.0173635,0
0.589744,-0.128682,-0.0480578,0
0.615385,-0.133007,-0.0789806,0
0.641026,-0.138267,-0.110548,0
0.666667,-0.144649,-0.143352,0
0.692308,-0.152262,-0.178125,0
0.717949,-0.161033,-0.215619,0
0.74359,-0.170463,-0.256286,0
0.769231,-0.179437,-0.299697,0
0.794872,-0.185905,-0.343701,0
0.820513,-0.186969,-0.383439,0
0.846154,-0.17902,-0.410669,0
0.871795,-0.158989,-0.414057,0
0.897436,-0.125763,-0.38203,0
0.923077,-0.083171,-0.309086,0
0.948718,-0.0406507,-0.204636,0
0.974359,-0.0106877,-0.0930343,0
1,-1.67537e-09,-1.07044e-07,0
