y,U_0,U_1,U_2
0,0,0,0
0.010101,-0.0240456,0.000103263,0
0.020202,-0.0463609,0.000246742,0
0.030303,-0.0674633,0.000324321,0
0.040404,-0.0878198,0.000282435,0
0.0505051,-0.107878,0.000126792,0
0.0606061,-0.128011,-9.60505e-05,0
0.0707071,-0.148504,-0.000309701,0
0.0808081,-0.169501,-0.000429005,0
0.0909091,-0.19099,-0.000373134,0
0.10101,-0.212791,-7.84447e-05,0
0.111111,-0.234578,0.000496574,0
0.121212,-0.255906,0.00136913,0
0.131313,-0.276253,0.00253395,0
0.141414,-0.295064,0.00396589,0
0.151515,-0.311796,0.00562305,0
0.161616,-0.325965,0.00745009,0
0.171717,-0.33718,0.00938188,0
0.181818,-0.345182,0.0113481,0
0.191919,-0.349863,0.0132782,0
0.20202,-0.351274,0.0151078,0
0.212121,-0.349616,0.0167831,0
0.222222,-0.345219,0.0182657,0
0.232323,-0.338506,0.0195348,0
0.242424,-0.329952,0.0205878,0
0.252525,-0.320044,0.0214384,0
0.262626,-0.309242,0.0221141,0
0.272727,-0.297951,0.0226513,0
0.282828,-0.286505,0.0230916,0
0.292929,-0.275155,0.0234771,0
0.30303,-0.264071,0.0238473,0
0.313131,-0.253353,0.0242364,0
0.323232,-0.243036,0.0246716,0
0.333333,-0.233109,0.0251728,0
0.343434,-0.223527,0.0257525,0
0.353535,-0.214225,0.0264167,0
0.363636,-0.205125,0.0271657,0
0.373737,-0.196152,0.0279955,0
0.383838,-0.187233,0.0288993,0
0.393939,-0.178304,0.0298678,0
0.40404,-0.169312,0.0308913,0
0.414141,-0.160216,0.0319597,0
0.424242,-0.150984,0.0330633,0
0.434343,-0.141595,0.0341931,0
0.444444,-0.132038,0.035341,0
0.454545,-0.122307,0.0365003,0
0.464646,-0.112402,0.0376648,0
0.474747,-0.102326,0.0388294,0
0.484848,-0.0920885,0.0399899,0
0.494949,-0.0816976,0.0411423,0
0.505051,-0.0711643,0.0422836,0
0.515152,-0.0605007,0.0434105,0
0.525253,-0.0497194,0.0445204,0
0.535354,-0.0388331,0.0456106,0
0.545455,-0.0278549,0.0466784,0
0.555556,-0.0167977,0.0477212,0
0.565657,-0.00567405,0.0487365,0
0.575758,0.00550384,0.0497217,0
0.585859,0.0167245,0.0506741,0
0.59596,0.0279774,0.0515915,0
0.606061,0.0392532,0.0524713,0
0.616162,0.0505442,0.0533116,0
0.626263,0.0618444,0.0541101,0
0.636364,0.0731499,0.0548652,0
0.646465,0.084459,0.0555754,0
0.656566,0.0957724,0.0562393,0
0.666667,0.107093,0.0568559,0
0.676768,0.118425,0.0574243,0
0.686869,0.129776,0.0579434,0
0.69697,0.141151,0.0584121,0
0.707071,0.152558,0.058829,0
0.717172,0.164,0.0591919,0
0.727273,0.175478,0.059498,0
0.737374,0.186989,0.059743,0
0.747475,0.198521,0.0599216,0
0.757576,0.210052,0.0600264,0
0.767677,0.221551,0.0600486,0
0.777778,0.232974,0.0599768,0
0.787879,0.244265,0.0597988,0
0.79798,0.255353,0.0594991,0
0.808081,0.266157,0.0590626,0
0.818182,0.276583,0.0584708,0
0.828283,0.28653,0.0577076,0
0.838384,0.295892,0.0567535,0
0.848485,0.304564,0.0555938,0
0.858586,0.312446,0.0542102,0
0.868687,0.319457,0.0525906,0
0.878788,0.325552,0.0507153,0
0.888889,0.330779,0.048567,0
0.89899,0.335379,0.0461038,0
0.909091,0.339994,0.0432676,0
0.919192,0.346022,0.0399424,0
0.929293,0.356135,0.0359841,0
0.939394,0.374817,0.0312087,0
0.949495,0.408676,0.0255237,0
0.959596,0.465919,0.0190101,0
0.969697,0.554498,0.0121564,0
0.979798,0.678425,0.00586644,0
0.989899,0.83284,0.00145153,0
1,1,2.81327e-16,0
