x,U_0,U_1,U_2
0,0,0,0
0.025,-0.000761511,0.0529913,0
0.05,-0.00331085,0.0871092,0
0.075,-0.00748026,0.108371,0
0.1,-0.0129028,0.122374,0
0.125,-0.0192271,0.133618,0
0.15,-0.02626,0.145411,0
0.175,-0.0338653,0.15964,0
0.2,-0.0419681,0.176872,0
0.225,-0.0503998,0.196052,0
0.25,-0.0589018,0.214894,0
0.275,-0.0670992,0.230196,0
0.3,-0.0745708,0.238948,0
0.325,-0.081003,0.239032,0
0.35,-0.0862385,0.23004,0
0.375,-0.0904561,0.213164,0
0.4,-0.0939737,0.190759,0
0.425,-0.0973152,0.165301,0
0.45,-0.100779,0.138577,0
0.475,-0.104614,0.111378,0
0.5,-0.108641,0.0836174,0
0.525,-0.112657,0.0550319,0
0.55,-0.116256,0.0253622,0
0.575,-0.119253,-0.00504234,0
0.6,-0.12132,-0.0358077,0
0.625,-0.122404,-0.0659885,0
0.65,-0.122396,-0.095001,0
0.675,-0.121443,-0.121902,0
0.7,-0.119871,-0.14661,0
0.725,-0.118311,-0.169155,0
0.75,-0.117915,-0.191263,0
0.775,-0.119873,-0.215374,0
0.8,-0.12538,-0.245381,0
0.825,-0.133756,-0.283438,0
0.85,-0.142259,-0.327724,0
0.875,-0.144551,-0.367492,0
0.9,-0.133261,-0.381929,0
0.925,-0.102257,-0.342438,0
0.95,-0.0543449,-0.233064,0
0.975,-0.0120188,-0.0929539,0
1,0,0,0
