y,U_0,U_1,U_2
0,0,0,0
0.025,-0.0195291,-0.000187887,0
0.05,-0.0362033,-0.000729787,0
0.075,-0.0526512,-0.00132722,0
0.1,-0.0713494,-0.00143788,0
0.125,-0.0943665,-0.000337096,0
0.15,-0.122829,0.00271122,0
0.175,-0.156213,0.00823363,0
0.2,-0.192034,0.0163021,0
0.225,-0.225999,0.0264151,0
0.25,-0.253085,0.0375471,0
0.275,-0.268961,0.0483347,0
0.3,-0.271664,0.0574762,0
0.325,-0.262239,0.0641168,0
0.35,-0.24427,0.0682401,0
0.375,-0.221971,0.0705177,0
0.4,-0.198721,0.0720606,0
0.425,-0.176037,0.0737776,0
0.45,-0.154057,0.0762888,0
0.475,-0.131866,0.0796186,0
0.5,-0.108641,0.0836174,0
0.525,-0.0835496,0.0877567,0
0.55,-0.0566613,0.091759,0
0.575,-0.0280569,0.0952119,0
0.6,0.0015902,0.0980697,0
0.625,0.031945,0.100137,0
0.65,0.0623048,0.101542,0
0.675,0.0923958,0.102147,0
0.7,0.121439,0.102037,0
0.725,0.148826,0.100923,0
0.75,0.173266,0.0987197,0
0.775,0.193685,0.0950413,0
0.8,0.208842,0.089859,0
0.825,0.218377,0.083016,0
0.85,0.222489,0.0747993,0
0.875,0.222641,0.0653469,0
0.9,0.2231,0.0549032,0
0.925,0.241323,0.0427921,0
0.95,0.327976,0.0277441,0
0.975,0.56868,0.0106772,0
1,1,0,0
