x,U_0,U_1,U_2
0,0,0,0
0.025,-0.000474981,0.0698516,0
0.05,-0.00310739,0.115009,0
0.075,-0.00787387,0.144482,0
0.1,-0.0141313,0.16654,0
0.125,-0.0211759,0.18669,0
0.15,-0.0285189,0.207186,0
0.175,-0.0357777,0.227398,0
0.2,-0.0426894,0.245172,0
0.225,-0.048969,0.257764,0
0.25,-0.0544082,0.263046,0
0.275,-0.058883,0.259892,0
0.3,-0.0624295,0.248706,0
0.325,-0.0652647,0.231002,0
0.35,-0.0676817,0.209067,0
0.375,-0.0700537,0.185018,0
0.4,-0.0725957,0.160383,0
0.425,-0.075502,0.135784,0
0.45,-0.0786965,0.111154,0
0.475,-0.0821653,0.0861317,0
0.5,-0.0856569,0.0602765,0
0.525,-0.0890848,0.0334796,0
0.55,-0.0922344,0.00575498,0
0.575,-0.095121,-0.0224429,0
0.6,-0.0975707,-0.0508709,0
0.625,-0.0996125,-0.0788633,0
0.65,-0.101138,-0.106202,0
0.675,-0.102184,-0.132231,0
0.7,-0.102843,-0.157006,0
0.725,-0.103383,-0.180367,0
0.75,-0.104519,-0.203555,0
0.775,-0.107088,-0.228308,0
0.8,-0.112319,-0.258191,0
0.825,-0.120164,-0.295896,0
0.85,-0.129028,-0.34132,0
0.875,-0.13361,-0.385621,0
0.9,-0.126786,-0.408527,0
0.925,-0.101345,-0.378368,0
0.95,-0.0572569,-0.270154,0
0.975,-0.0138717,-0.114725,0
1,0,0,0
