y,U_0,U_1,U_2
0,0,0,0
0.025,-0.0318864,7.2801e-05,0
0.05,-0.0606504,-7.95466e-05,0
0.075,-0.0903838,-0.000140256,0
0.1,-0.123716,0.00058146,0
0.125,-0.161092,0.00278272,0
0.15,-0.200457,0.00678793,0
0.175,-0.23763,0.0124614,0
0.2,-0.267597,0.0192389,0
0.225,-0.285934,0.0262816,0
0.25,-0.290467,0.0326663,0
0.275,-0.282015,0.0376665,0
0.3,-0.264105,0.0410466,0
0.325,-0.241209,0.0430881,0
0.35,-0.217149,0.044466,0
0.375,-0.193975,0.0458268,0
0.4,-0.172235,0.0476816,0
0.425,-0.151315,0.0501565,0
0.45,-0.130408,0.0532504,0
0.475,-0.108625,0.0566771,0
0.5,-0.0856569,0.0602765,0
0.525,-0.0612397,0.0636819,0
0.55,-0.0357685,0.0668635,0
0.575,-0.00939015,0.0695903,0
0.6,0.0173539,0.0719446,0
0.625,0.0443569,0.0737787,0
0.65,0.0712095,0.0752555,0
0.675,0.0979918,0.0762548,0
0.7,0.124404,0.0769361,0
0.725,0.150449,0.0771016,0
0.75,0.175519,0.0767882,0
0.775,0.199064,0.0756429,0
0.8,0.219932,0.073578,0
0.825,0.237194,0.0702048,0
0.85,0.249874,0.0655061,0
0.875,0.257832,0.0592788,0
0.9,0.263196,0.051559,0
0.925,0.280319,0.0415346,0
0.95,0.357996,0.027671,0
0.975,0.584741,0.0107441,0
1,1,0,0
