x,U_0,U_1,U_2
0,0,0,0
0.010101,-0.000139101,0.030048,0
0.020202,-0.00060413,0.0552414,0
0.030303,-0.00143529,0.076127,0
0.040404,-0.00264282,0.0932751,0
0.0505051,-0.0042213,0.107289,0
0.0606061,-0.00614522,0.118772,0
0.0707071,-0.00838322,0.128323,0
0.0808081,-0.0108973,0.136499,0
0.0909091,-0.0136522,0.143812,0
0.10101,-0.0166143,0.150705,0
0.111111,-0.019756,0.157555,0
0.121212,-0.0230534,0.164656,0
0.131313,-0.0264872,0.172225,0
0.141414,-0.0300403,0.180395,0
0.151515,-0.0336969,0.189217,0
0.161616,-0.0374401,0.198665,0
0.171717,-0.0412512,0.20864,0
0.181818,-0.0451077,0.218976,0
0.191919,-0.0489836,0.229455,0
0.20202,-0.0528483,0.239814,0
0.212121,-0.0566679,0.249768,0
0.222222,-0.0604058,0.259016,0
0.232323,-0.0640243,0.267267,0
0.242424,-0.067487,0.27425,0
0.252525,-0.0707604,0.279731,0
0.262626,-0.0738168,0.283526,0
0.272727,-0.0766359,0.285515,0
0.282828,-0.0792063,0.28564,0
0.292929,-0.0815272,0.283913,0
0.30303,-0.0836077,0.280414,0
0.313131,-0.0854672,0.275278,0
0.323232,-0.0871334,0.268685,0
0.333333,-0.0886409,0.260848,0
0.343434,-0.0900283,0.251994,0
0.353535,-0.0913358,0.24235,0
0.363636,-0.0926028,0.232125,0
0.373737,-0.093865,0.221504,0
0.383838,-0.0951529,0.210636,0
0.393939,-0.09649,0.199631,0
0.40404,-0.0978923,0.188559,0
0.414141,-0.0993685,0.177458,0
0.424242,-0.10092,0.166333,0
0.434343,-0.102541,0.155167,0
0.444444,-0.104221,0.143928,0
0.454545,-0.105947,0.132576,0
0.464646,-0.107701,0.121072,0
0.474747,-0.109466,0.109377,0
0.484848,-0.111222,0.0974643,0
0.494949,-0.112953,0.0853147,0
0.505051,-0.114642,0.0729204,0
0.515152,-0.116274,0.060285,0
0.525253,-0.117836,0.0474218,0
0.535354,-0.119318,0.034353,0
0.545455,-0.120711,0.021108,0
0.555556,-0.122006,0.00772149,0
0.565657,-0.123198,-0.00576798,0
0.575758,-0.124281,-0.0193191,0
0.585859,-0.12525,-0.0328892,0
0.59596,-0.126101,-0.0464347,0
0.606061,-0.126829,-0.0599117,0
0.616162,-0.127431,-0.0732764,0
0.626263,-0.127901,-0.0864853,0
0.636364,-0.128235,-0.0994953,0
0.646465,-0.128428,-0.112263,0
0.656566,-0.128476,-0.124748,0
0.666667,-0.128375,-0.136908,0
0.676768,-0.128127,-0.148706,0
0.686869,-0.127735,-0.160108,0
0.69697,-0.127206,-0.17109,0
0.707071,-0.12656,-0.181638,0
0.717172,-0.125824,-0.191757,0
0.727273,-0.12504,-0.201478,0
0.737374,-0.124266,-0.210866,0
0.747475,-0.123582,-0.220032,0
0.757576,-0.123085,-0.229145,0
0.767677,-0.122895,-0.238437,0
0.777778,-0.123145,-0.248211,0
0.787879,-0.123976,-0.258834,0
0.79798,-0.125516,-0.270721,0
0.808081,-0.127857,-0.284295,0
0.818182,-0.131026,-0.299923,0
0.828283,-0.134944,-0.317828,0
0.838384,-0.139392,-0.337978,0
0.848485,-0.143982,-0.35995,0
0.858586,-0.148132,-0.382804,0
0.868687,-0.15109,-0.40499,0
0.878788,-0.151967,-0.424311,0
0.888889,-0.149854,-0.438009,0
0.89899,-0.143934,-0.443006,0
0.909091,-0.133707,-0.436335,0
0.919192,-0.11914,-0.415764,0
0.929293,-0.100865,-0.380478,0
0.939394,-0.080162,-0.331657,0
0.949495,-0.058868,-0.272609,0
0.959596,-0.0389568,-0.208322,0
0.969697,-0.0222239,-0.144421,0
0.979798,-0.00984635,-0.086086,0
0.989899,-0.00244012,-0.0371798,0
1,-4.7303e-16,-7.33266e-15,0
