y,U_0,U_1,U_2
0,0,0,0
0.025,-0.0171218,-0.000211391,0
0.05,-0.0311622,-0.000827329,0
0.075,-0.0440576,-0.00164031,0
0.1,-0.0578208,-0.00223502,0
0.125,-0.0745102,-0.00198453,0
0.15,-0.0959287,-0.000115055,0
0.175,-0.122985,0.00414766,0
0.2,-0.155086,0.0113278,0
0.225,-0.189652,0.0214362,0
0.25,-0.22241,0.0338306,0
0.275,-0.248271,0.0472364,0
0.3,-0.26302,0.0600519,0
0.325,-0.264763,0.0707517,0
0.35,-0.254761,0.0784952,0
0.375,-0.236477,0.0833258,0
0.4,-0.214009,0.086178,0
0.425,-0.19025,0.0882136,0
0.45,-0.166582,0.090506,0
0.475,-0.142804,0.0934978,0
0.5,-0.118288,0.0972869,0
0.525,-0.0920949,0.101427,0
0.55,-0.0640929,0.10558,0
0.575,-0.0342297,0.109245,0
0.6,-0.00314416,0.112289,0
0.625,0.0287739,0.114451,0
0.65,0.0606753,0.115787,0
0.675,0.0920344,0.116084,0
0.7,0.121713,0.115319,0
0.725,0.148699,0.113122,0
0.75,0.171404,0.109373,0
0.775,0.188753,0.103767,0
0.8,0.199914,0.0964539,0
0.825,0.205261,0.0875327,0
0.85,0.205787,0.0775167,0
0.875,0.203588,0.0666918,0
0.9,0.203524,0.0553124,0
0.925,0.22388,0.0426539,0
0.95,0.315477,0.027449,0
0.975,0.562287,0.0105573,0
1,1,0,0
