y,U_0,U_1,U_2
0,0,0,0
0.025,-0.0543255,0.000777784,0
0.05,-0.100896,0.00124041,0
0.075,-0.144681,0.00129378,0
0.1,-0.188273,0.00176451,0
0.125,-0.230612,0.00338,0
0.15,-0.267691,0.0062544,0
0.175,-0.294566,0.0100556,0
0.2,-0.307686,0.0141717,0
0.225,-0.306218,0.0179539,0
0.25,-0.292553,0.0209067,0
0.275,-0.271037,0.0228914,0
0.3,-0.246268,0.024143,0
0.325,-0.221421,0.0250697,0
0.35,-0.198023,0.0260945,0
0.375,-0.176127,0.0274407,0
0.4,-0.15522,0.0292344,0
0.425,-0.134489,0.031386,0
0.45,-0.113454,0.0338583,0
0.475,-0.0916831,0.0364578,0
0.5,-0.0692064,0.0391786,0
0.525,-0.0459101,0.0418234,0
0.55,-0.0221012,0.0444669,0
0.575,0.00225789,0.0469355,0
0.6,0.0268618,0.0493362,0
0.625,0.0518201,0.0514984,0
0.65,0.0769099,0.0535526,0
0.675,0.102344,0.0553229,0
0.7,0.127951,0.0569404,0
0.725,0.153879,0.0581898,0
0.75,0.17974,0.0591439,0
0.775,0.205239,0.0594933,0
0.8,0.22946,0.0592093,0
0.825,0.251523,0.0579076,0
0.85,0.27021,0.0555277,0
0.875,0.284717,0.0517461,0
0.9,0.295815,0.0464699,0
0.925,0.314963,0.0387363,0
0.95,0.387596,0.0266347,0
0.975,0.602168,0.0104953,0
1,1,0,0
